training_start,training_end,country,specification_id,specification_order,p,d,q,P,D,Q,seasonal_period,trend,selected_d,selected_D,fit_status,convergence_status,optimizer_success,optimizer_status,optimizer_warnflag,optimizer_retry_count,converged,parameters_finite,standard_errors_finite,forecast_valid,stationarity_ok,invertibility_ok,nobs,effective_nobs,n_params,log_likelihood,aic,aicc,bic,ar_root_minimum,ma_root_minimum,residual_adequacy_rejected,residual_adequacy_reason,warning_messages,hard_warning_messages,error_message,model_valid,eligible
2020-01-01,2023-12-31,Austria,sarima_p0_d0_q0_P0_D1_Q0_s24,1,0,0,0,0,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,1,-284328.84370884614,568659.6874176923,568659.687531854,568668.1516632374,inf,inf,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p1_d0_q0_P0_D1_Q0_s24,2,1,0,0,0,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,2,-228753.00900959442,457510.01801918884,457510.01836168393,457526.9465102789,1.0226558987568526,inf,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p0_d0_q1_P0_D1_Q0_s24,3,0,0,1,0,1,0,24,n,0,1,failed,converged,,,0,0,True,True,True,True,True,False,35064,35040,2,-264334.05686753674,528672.1137350735,528672.1140775685,528689.0422261636,inf,1.0000500824333722,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed)."", ""UserWarning: Non-invertible starting MA parameters found. Using zeros as starting parameters.""]",[],combined MA roots fail invertibility threshold; reconstructed MA component roots fail invertibility threshold,False,False
2020-01-01,2023-12-31,Austria,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,3,-221703.94625818374,443413.8925163675,443413.8932013772,443439.28525300266,1.0361830005079717,1.7973377573489682,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p2_d0_q0_P0_D1_Q0_s24,5,2,0,0,0,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,3,-220086.40958757195,440178.8191751439,440178.8198601536,440204.2119117791,1.1356406102428565,inf,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p0_d0_q2_P0_D1_Q0_s24,6,0,0,2,0,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,3,-246475.04589894015,492956.0917978803,492956.09248289,492981.4845345155,inf,1.1064439621066666,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed)."", ""UserWarning: Non-invertible starting MA parameters found. Using zeros as starting parameters.""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p0_d0_q0_P1_D1_Q0_s24,7,0,0,0,1,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,2,-284299.9799554228,568603.9599108456,568603.9602533407,568620.8884019357,1.1430042340070226,inf,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p0_d0_q0_P0_D1_Q1_s24,8,0,0,0,0,1,1,24,n,0,1,failed,converged,,,0,0,True,True,True,True,True,False,35064,35040,2,-283142.51992615405,566289.0398523081,566289.0401948032,566305.9683433982,inf,1.0069019828581325,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],combined MA roots fail invertibility threshold,False,False
2020-01-01,2023-12-31,Austria,sarima_p1_d0_q0_P1_D1_Q0_s24,9,1,0,0,1,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,3,-227773.05373508623,455552.10747017246,455552.10815518216,455577.5002068076,1.0210026369196619,inf,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p0_d0_q1_P0_D1_Q1_s24,10,0,0,1,0,1,1,24,n,0,1,failed,converged,,,0,0,True,True,True,True,True,False,35064,35040,3,-264077.71905758994,528161.4381151799,528161.4388001896,528186.8308518151,inf,1.0000115276555146,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed)."", ""UserWarning: Non-invertible starting MA parameters found. Using zeros as starting parameters.""]",[],combined MA roots fail invertibility threshold; reconstructed MA component roots fail invertibility threshold,False,False
2020-01-01,2023-12-31,Austria,sarima_p1_d0_q1_P1_D1_Q0_s24,11,1,0,1,1,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,4,-220069.48543106118,440146.97086212237,440146.9720038378,440180.8278443026,1.032294719842978,1.7037374886552397,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],,False,False
2020-01-01,2023-12-31,Austria,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,0,1,failed,converged,,,0,0,True,True,True,True,True,False,35064,35040,4,-216192.1375176876,432392.2750353752,432392.27617709065,432426.1320175554,1.027974396664768,1.0077974315170666,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],combined MA roots fail invertibility threshold,False,False
2020-01-01,2023-12-31,Austria,sarima_p1_d0_q0_P0_D1_Q1_s24,13,1,0,0,0,1,1,24,n,0,1,failed,converged,,,0,0,True,True,True,True,True,False,35064,35040,3,-223621.94235350657,447249.88470701315,447249.88539202284,447275.2774436483,1.0171110547134055,1.005777083663026,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed).""]",[],combined MA roots fail invertibility threshold,False,False
2020-01-01,2023-12-31,Austria,sarima_p0_d0_q1_P1_D1_Q0_s24,14,0,0,1,1,1,0,24,n,0,1,success,converged,,,0,0,True,True,True,True,True,True,35064,35040,3,-261789.34606573888,523584.69213147776,523584.69281648746,523610.0848681129,1.1340152725056252,1.0202942568712936,True,joint Ljung-Box and residual ACF rule,"[""DeprecationWarning: Setting the shape on a NumPy array has been deprecated in NumPy 2.5.\nAs an alternative, you can create a new view using np.reshape (with copy=False if needed)."", ""UserWarning: Non-invertible starting MA parameters found. Using zeros as starting parameters.""]",[],,False,False
