training_start,training_end,country,specification_id,p,d,q,P,D,Q,seasonal_period,burn_in,state_space_loglikelihood_burn,conservative_burn_in,n_effective,acf_threshold,residual_adequacy_rejected,residual_adequacy_reason,warnings,diagnostic,lag,value,threshold,flagged
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,25,0.12103968193788221,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,26,0.0576066425987055,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,27,0.0065989270782022625,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,28,-0.013113047977407984,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,29,-0.03957004429176914,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,30,-0.04595806184040779,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,31,-0.01746474904338899,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,32,0.013621959168126594,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,33,0.015344458518415883,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,34,-0.00775487895227204,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,35,-0.02691178711940246,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,36,0.010530755979036693,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,37,0.019046690297239537,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,38,-0.008617246077745827,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,39,-0.03461587166456838,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,40,-0.03555492345127023,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,41,-0.03504206607346779,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,42,-0.041422001060893374,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,43,-0.010255394574084562,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,44,0.022710051113988338,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,45,0.08116454821131613,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,46,0.06941326692379915,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,47,-0.03991161424273473,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,48,-0.1353923074509636,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_statistic,24,4777.677680015135,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_pvalue,24,0.0,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_statistic,48,6925.866493671289,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q0_P1_D0_Q0_s24,1,1,0,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_pvalue,48,0.0,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,1,0.3192121159332679,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,2,0.4235179518450455,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,3,0.025715996219538063,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,4,0.08598307340105969,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,5,-0.1111988996871655,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,6,-0.11111632581162852,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,7,-0.20719864925981746,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,8,-0.17603026218312506,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,9,-0.16840354739760416,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,10,-0.1391218215418498,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,11,-0.06916792135039158,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,12,-0.10037945104054694,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,13,-0.0556019685360048,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,14,-0.18250181011643368,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,15,-0.19113549328181806,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,16,-0.2656488359105854,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,17,-0.21155758455433027,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,18,-0.19400258958899336,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,19,-0.033776198070592935,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,20,0.004348464465172443,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,21,0.16811026761135703,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,22,0.18262965111481522,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,23,0.4297754801719292,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,24,0.34032457988897963,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,25,0.4415327234585987,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,26,0.2042601450583438,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,27,0.16432483490331348,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,28,0.005989561339392648,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,29,-0.05132871040765537,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,30,-0.18254913654920474,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,31,-0.1960746042506552,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,32,-0.21800170280271544,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,33,-0.16470702433225634,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,34,-0.15386505176982707,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,35,-0.06937729133811393,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,36,-0.08927752746649086,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,37,-0.06803772845808402,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,38,-0.14193257519152094,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,39,-0.17518395889302782,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,40,-0.20072683501633604,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,41,-0.2088592573455748,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,42,-0.146667197389256,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,43,-0.07980905374552129,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,44,0.062263701060693094,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,45,0.09744525351972934,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,46,0.3262082251760284,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,47,0.2930085385412568,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,48,0.639688262062785,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_statistic,24,36422.70142650453,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_pvalue,24,0.0,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_statistic,48,79589.78212680083,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p0_d1_q1_P0_D0_Q1_s24,0,1,1,0,0,1,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],ljung_box_pvalue,48,0.0,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,1,0.025744655528258373,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,2,0.03662583680900996,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,3,-0.13143400510939557,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,4,-0.027550210239563458,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,5,-0.03804175579929103,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,6,0.02541008765028399,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,7,0.007842492168126972,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,8,0.0042457590036792245,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,9,-0.0073355425060278945,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,10,-0.01666487884762244,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,11,-0.014036710029372604,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,12,-0.015083683230981467,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,13,0.060581462099143696,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,14,-0.05893550393921243,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,15,-0.07881699057388025,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,16,-0.11843660189684,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,17,-0.04744716847470836,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,18,-0.03844176936350153,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,19,0.034165297476100885,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,20,0.006744107738113851,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,21,0.02715476565928673,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,22,-0.03823629415299079,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,23,0.10611667053909166,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,24,-0.13653614520092136,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,25,0.1512207479618279,0.05,True
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,26,0.024531022890374666,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,27,0.010569470524848884,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,28,-0.007470226473673943,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,29,-0.031220614927424683,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,30,-0.04014777003551804,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,31,-0.019425266104787713,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,32,0.004422664861494529,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,33,0.005512467946937989,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,34,-0.00794784524373661,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,35,-0.028489555809102608,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,36,0.006953642614186117,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,37,0.009293085779163147,0.05,False
2020-01-01,2023-12-31,Germany,sarima_p1_d1_q1_P1_D0_Q0_s24,1,1,1,1,0,0,24,48,1,48,35016,0.05,True,joint Ljung-Box and residual ACF rule,[],residual_acf,38,-0.014300786602116172,0.05,False
