Time from [CET/CEST],Time to [CET/CEST],Load [MW]
2021-12-06 17:30:00,2021-12-06 17:45:00,9596.000
2021-12-06 17:45:00,2021-12-06 18:00:00,9576.000
2021-12-06 18:00:00,2021-12-06 18:15:00,9528.000
2021-12-06 18:15:00,2021-12-06 18:30:00,9456.000
2021-12-06 18:30:00,2021-12-06 18:45:00,9392.000
2021-12-06 18:45:00,2021-12-06 19:00:00,9304.000
2021-12-06 19:00:00,2021-12-06 19:15:00,9188.000
2021-12-06 19:15:00,2021-12-06 19:30:00,9068.000
2021-12-06 19:30:00,2021-12-06 19:45:00,8932.000
2021-12-06 19:45:00,2021-12-06 20:00:00,8800.000
2021-12-06 20:00:00,2021-12-06 20:15:00,8676.000
2021-12-06 20:15:00,2021-12-06 20:30:00,8536.000
2021-12-06 20:30:00,2021-12-06 20:45:00,8412.000
2021-12-06 20:45:00,2021-12-06 21:00:00,8268.000
2021-12-06 21:00:00,2021-12-06 21:15:00,8124.000
2021-12-06 21:15:00,2021-12-06 21:30:00,7992.000
2021-12-06 21:30:00,2021-12-06 21:45:00,7852.000
2021-12-06 21:45:00,2021-12-06 22:00:00,7740.000
2021-12-06 22:00:00,2021-12-06 22:15:00,7968.000
2021-12-06 22:15:00,2021-12-06 22:30:00,7892.000
2021-12-06 22:30:00,2021-12-06 22:45:00,7752.000
2021-12-06 22:45:00,2021-12-06 23:00:00,7632.000
2021-12-06 23:00:00,2021-12-06 23:15:00,7580.000
2021-12-06 23:15:00,2021-12-06 23:30:00,7432.000
2021-12-06 23:30:00,2021-12-06 23:45:00,7316.000
2021-12-06 23:45:00,2021-12-07 00:00:00,7208.000
2021-12-07 00:00:00,2021-12-07 00:15:00,6736.000
2021-12-07 00:15:00,2021-12-07 00:30:00,6660.000
2021-12-07 00:30:00,2021-12-07 00:45:00,6584.000
2021-12-07 00:45:00,2021-12-07 01:00:00,6488.000
2021-12-07 01:00:00,2021-12-07 01:15:00,6484.000
2021-12-07 01:15:00,2021-12-07 01:30:00,6416.000
2021-12-07 01:30:00,2021-12-07 01:45:00,6376.000
2021-12-07 01:45:00,2021-12-07 02:00:00,6336.000
2021-12-07 02:00:00,2021-12-07 02:15:00,6392.000
2021-12-07 02:15:00,2021-12-07 02:30:00,6348.000
2021-12-07 02:30:00,2021-12-07 02:45:00,6308.000
2021-12-07 02:45:00,2021-12-07 03:00:00,6288.000
2021-12-07 03:00:00,2021-12-07 03:15:00,6272.000
2021-12-07 03:15:00,2021-12-07 03:30:00,6268.000
2021-12-07 03:30:00,2021-12-07 03:45:00,6268.000
2021-12-07 03:45:00,2021-12-07 04:00:00,6296.000
2021-12-07 04:00:00,2021-12-07 04:15:00,6364.000
2021-12-07 04:15:00,2021-12-07 04:30:00,6420.000
2021-12-07 04:30:00,2021-12-07 04:45:00,6500.000
2021-12-07 04:45:00,2021-12-07 05:00:00,6604.000
2021-12-07 05:00:00,2021-12-07 05:15:00,6788.000
2021-12-07 05:15:00,2021-12-07 05:30:00,6976.000
2021-12-07 05:30:00,2021-12-07 05:45:00,7192.000
2021-12-07 05:45:00,2021-12-07 06:00:00,7440.000
2021-12-07 06:00:00,2021-12-07 06:15:00,7744.000
2021-12-07 06:15:00,2021-12-07 06:30:00,8032.000
2021-12-07 06:30:00,2021-12-07 06:45:00,8284.000
2021-12-07 06:45:00,2021-12-07 07:00:00,8512.000
2021-12-07 07:00:00,2021-12-07 07:15:00,8796.000
2021-12-07 07:15:00,2021-12-07 07:30:00,8960.000
2021-12-07 07:30:00,2021-12-07 07:45:00,9088.000
2021-12-07 07:45:00,2021-12-07 08:00:00,9172.000
2021-12-07 08:00:00,2021-12-07 08:15:00,9272.000
2021-12-07 08:15:00,2021-12-07 08:30:00,9340.000
2021-12-07 08:30:00,2021-12-07 08:45:00,9360.000
2021-12-07 08:45:00,2021-12-07 09:00:00,9388.000
2021-12-07 09:00:00,2021-12-07 09:15:00,9356.000
2021-12-07 09:15:00,2021-12-07 09:30:00,9356.000
2021-12-07 09:30:00,2021-12-07 09:45:00,9400.000
2021-12-07 09:45:00,2021-12-07 10:00:00,9392.000
2021-12-07 10:00:00,2021-12-07 10:15:00,9392.000
2021-12-07 10:15:00,2021-12-07 10:30:00,9420.000
2021-12-07 10:30:00,2021-12-07 10:45:00,9424.000
2021-12-07 10:45:00,2021-12-07 11:00:00,9440.000
2021-12-07 11:00:00,2021-12-07 11:15:00,9464.000
2021-12-07 11:15:00,2021-12-07 11:30:00,9508.000
2021-12-07 11:30:00,2021-12-07 11:45:00,9496.000
2021-12-07 11:45:00,2021-12-07 12:00:00,9476.000
2021-12-07 12:00:00,2021-12-07 12:15:00,9388.000
2021-12-07 12:15:00,2021-12-07 12:30:00,9284.000
2021-12-07 12:30:00,2021-12-07 12:45:00,9224.000
2021-12-07 12:45:00,2021-12-07 13:00:00,9204.000
2021-12-07 13:00:00,2021-12-07 13:15:00,9232.000
2021-12-07 13:15:00,2021-12-07 13:30:00,9196.000
2021-12-07 13:30:00,2021-12-07 13:45:00,9144.000
2021-12-07 13:45:00,2021-12-07 14:00:00,9080.000
2021-12-07 14:00:00,2021-12-07 14:15:00,9096.000
2021-12-07 14:15:00,2021-12-07 14:30:00,9080.000
2021-12-07 14:30:00,2021-12-07 14:45:00,9040.000
2021-12-07 14:45:00,2021-12-07 15:00:00,9040.000
2021-12-07 15:00:00,2021-12-07 15:15:00,9048.000
2021-12-07 15:15:00,2021-12-07 15:30:00,9068.000
2021-12-07 15:30:00,2021-12-07 15:45:00,9060.000
2021-12-07 15:45:00,2021-12-07 16:00:00,9084.000
2021-12-07 16:00:00,2021-12-07 16:15:00,9132.000
2021-12-07 16:15:00,2021-12-07 16:30:00,9212.000
2021-12-07 16:30:00,2021-12-07 16:45:00,9296.000
2021-12-07 16:45:00,2021-12-07 17:00:00,9352.000
2021-12-07 17:00:00,2021-12-07 17:15:00,9376.000
2021-12-07 17:15:00,2021-12-07 17:30:00,9428.000
2021-12-07 17:30:00,2021-12-07 17:45:00,9428.000
2021-12-07 17:45:00,2021-12-07 18:00:00,9408.000
2021-12-07 18:00:00,2021-12-07 18:15:00,9380.000
2021-12-07 18:15:00,2021-12-07 18:30:00,9324.000
2021-12-07 18:30:00,2021-12-07 18:45:00,9264.000
2021-12-07 18:45:00,2021-12-07 19:00:00,9196.000
2021-12-07 19:00:00,2021-12-07 19:15:00,9076.000
2021-12-07 19:15:00,2021-12-07 19:30:00,8940.000
2021-12-07 19:30:00,2021-12-07 19:45:00,8820.000
2021-12-07 19:45:00,2021-12-07 20:00:00,8720.000
2021-12-07 20:00:00,2021-12-07 20:15:00,8584.000
2021-12-07 20:15:00,2021-12-07 20:30:00,8452.000
2021-12-07 20:30:00,2021-12-07 20:45:00,8332.000
2021-12-07 20:45:00,2021-12-07 21:00:00,8204.000
2021-12-07 21:00:00,2021-12-07 21:15:00,8068.000
2021-12-07 21:15:00,2021-12-07 21:30:00,7948.000
2021-12-07 21:30:00,2021-12-07 21:45:00,7828.000
2021-12-07 21:45:00,2021-12-07 22:00:00,7724.000
2021-12-07 22:00:00,2021-12-07 22:15:00,7896.000
2021-12-07 22:15:00,2021-12-07 22:30:00,7816.000
2021-12-07 22:30:00,2021-12-07 22:45:00,7672.000
2021-12-07 22:45:00,2021-12-07 23:00:00,7568.000
2021-12-07 23:00:00,2021-12-07 23:15:00,7556.000
2021-12-07 23:15:00,2021-12-07 23:30:00,7416.000
2021-12-07 23:30:00,2021-12-07 23:45:00,7312.000
2021-12-07 23:45:00,2021-12-08 00:00:00,7220.000
2021-12-08 00:00:00,2021-12-08 00:15:00,6468.000
2021-12-08 00:15:00,2021-12-08 00:30:00,6364.000
2021-12-08 00:30:00,2021-12-08 00:45:00,6256.000
2021-12-08 00:45:00,2021-12-08 01:00:00,6160.000
2021-12-08 01:00:00,2021-12-08 01:15:00,6252.000
2021-12-08 01:15:00,2021-12-08 01:30:00,6168.000
2021-12-08 01:30:00,2021-12-08 01:45:00,6096.000
2021-12-08 01:45:00,2021-12-08 02:00:00,6040.000
2021-12-08 02:00:00,2021-12-08 02:15:00,6016.000
2021-12-08 02:15:00,2021-12-08 02:30:00,5964.000
2021-12-08 02:30:00,2021-12-08 02:45:00,5912.000
2021-12-08 02:45:00,2021-12-08 03:00:00,5860.000
2021-12-08 03:00:00,2021-12-08 03:15:00,5912.000
2021-12-08 03:15:00,2021-12-08 03:30:00,5884.000
2021-12-08 03:30:00,2021-12-08 03:45:00,5860.000
2021-12-08 03:45:00,2021-12-08 04:00:00,5848.000
2021-12-08 04:00:00,2021-12-08 04:15:00,5904.000
2021-12-08 04:15:00,2021-12-08 04:30:00,5912.000
2021-12-08 04:30:00,2021-12-08 04:45:00,5924.000
2021-12-08 04:45:00,2021-12-08 05:00:00,5944.000
2021-12-08 05:00:00,2021-12-08 05:15:00,5912.000
2021-12-08 05:15:00,2021-12-08 05:30:00,5944.000
2021-12-08 05:30:00,2021-12-08 05:45:00,5976.000
2021-12-08 05:45:00,2021-12-08 06:00:00,6000.000
2021-12-08 06:00:00,2021-12-08 06:15:00,6000.000
2021-12-08 06:15:00,2021-12-08 06:30:00,6072.000
2021-12-08 06:30:00,2021-12-08 06:45:00,6156.000
2021-12-08 06:45:00,2021-12-08 07:00:00,6248.000
2021-12-08 07:00:00,2021-12-08 07:15:00,6376.000
2021-12-08 07:15:00,2021-12-08 07:30:00,6472.000
2021-12-08 07:30:00,2021-12-08 07:45:00,6584.000
2021-12-08 07:45:00,2021-12-08 08:00:00,6676.000
2021-12-08 08:00:00,2021-12-08 08:15:00,6780.000
2021-12-08 08:15:00,2021-12-08 08:30:00,6880.000
2021-12-08 08:30:00,2021-12-08 08:45:00,6980.000
2021-12-08 08:45:00,2021-12-08 09:00:00,7088.000
2021-12-08 09:00:00,2021-12-08 09:15:00,7184.000
2021-12-08 09:15:00,2021-12-08 09:30:00,7272.000
2021-12-08 09:30:00,2021-12-08 09:45:00,7372.000
2021-12-08 09:45:00,2021-12-08 10:00:00,7440.000
2021-12-08 10:00:00,2021-12-08 10:15:00,7512.000
2021-12-08 10:15:00,2021-12-08 10:30:00,7588.000
2021-12-08 10:30:00,2021-12-08 10:45:00,7640.000
2021-12-08 10:45:00,2021-12-08 11:00:00,7712.000
2021-12-08 11:00:00,2021-12-08 11:15:00,7752.000
2021-12-08 11:15:00,2021-12-08 11:30:00,7828.000
2021-12-08 11:30:00,2021-12-08 11:45:00,7844.000
2021-12-08 11:45:00,2021-12-08 12:00:00,7792.000
2021-12-08 12:00:00,2021-12-08 12:15:00,7808.000
2021-12-08 12:15:00,2021-12-08 12:30:00,7696.000
2021-12-08 12:30:00,2021-12-08 12:45:00,7592.000
2021-12-08 12:45:00,2021-12-08 13:00:00,7516.000
2021-12-08 13:00:00,2021-12-08 13:15:00,7476.000
2021-12-08 13:15:00,2021-12-08 13:30:00,7420.000
2021-12-08 13:30:00,2021-12-08 13:45:00,7352.000
2021-12-08 13:45:00,2021-12-08 14:00:00,7292.000
2021-12-08 14:00:00,2021-12-08 14:15:00,7248.000
2021-12-08 14:15:00,2021-12-08 14:30:00,7216.000
2021-12-08 14:30:00,2021-12-08 14:45:00,7188.000
2021-12-08 14:45:00,2021-12-08 15:00:00,7172.000
2021-12-08 15:00:00,2021-12-08 15:15:00,7180.000
2021-12-08 15:15:00,2021-12-08 15:30:00,7176.000
2021-12-08 15:30:00,2021-12-08 15:45:00,7200.000
2021-12-08 15:45:00,2021-12-08 16:00:00,7244.000
2021-12-08 16:00:00,2021-12-08 16:15:00,7320.000
2021-12-08 16:15:00,2021-12-08 16:30:00,7412.000
2021-12-08 16:30:00,2021-12-08 16:45:00,7540.000
2021-12-08 16:45:00,2021-12-08 17:00:00,7640.000
2021-12-08 17:00:00,2021-12-08 17:15:00,7724.000
2021-12-08 17:15:00,2021-12-08 17:30:00,7800.000
2021-12-08 17:30:00,2021-12-08 17:45:00,7832.000
2021-12-08 17:45:00,2021-12-08 18:00:00,7852.000
2021-12-08 18:00:00,2021-12-08 18:15:00,7916.000
2021-12-08 18:15:00,2021-12-08 18:30:00,7884.000
2021-12-08 18:30:00,2021-12-08 18:45:00,7820.000
2021-12-08 18:45:00,2021-12-08 19:00:00,7776.000
2021-12-08 19:00:00,2021-12-08 19:15:00,7712.000
2021-12-08 19:15:00,2021-12-08 19:30:00,7652.000
2021-12-08 19:30:00,2021-12-08 19:45:00,7576.000
2021-12-08 19:45:00,2021-12-08 20:00:00,7508.000
2021-12-08 20:00:00,2021-12-08 20:15:00,7456.000
2021-12-08 20:15:00,2021-12-08 20:30:00,7360.000
2021-12-08 20:30:00,2021-12-08 20:45:00,7276.000
2021-12-08 20:45:00,2021-12-08 21:00:00,7184.000
2021-12-08 21:00:00,2021-12-08 21:15:00,7108.000
2021-12-08 21:15:00,2021-12-08 21:30:00,7032.000
2021-12-08 21:30:00,2021-12-08 21:45:00,6972.000
2021-12-08 21:45:00,2021-12-08 22:00:00,6960.000
2021-12-08 22:00:00,2021-12-08 22:15:00,7220.000
2021-12-08 22:15:00,2021-12-08 22:30:00,7184.000
2021-12-08 22:30:00,2021-12-08 22:45:00,7084.000
2021-12-08 22:45:00,2021-12-08 23:00:00,6992.000
2021-12-08 23:00:00,2021-12-08 23:15:00,7040.000
2021-12-08 23:15:00,2021-12-08 23:30:00,6904.000
2021-12-08 23:30:00,2021-12-08 23:45:00,6804.000
2021-12-08 23:45:00,2021-12-09 00:00:00,6716.000
2021-12-09 00:00:00,2021-12-09 00:15:00,7132.000
2021-12-09 00:15:00,2021-12-09 00:30:00,7040.000
2021-12-09 00:30:00,2021-12-09 00:45:00,6956.000
2021-12-09 00:45:00,2021-12-09 01:00:00,6860.000
2021-12-09 01:00:00,2021-12-09 01:15:00,6836.000
2021-12-09 01:15:00,2021-12-09 01:30:00,6768.000
2021-12-09 01:30:00,2021-12-09 01:45:00,6712.000
2021-12-09 01:45:00,2021-12-09 02:00:00,6664.000
2021-12-09 02:00:00,2021-12-09 02:15:00,6736.000
2021-12-09 02:15:00,2021-12-09 02:30:00,6692.000
2021-12-09 02:30:00,2021-12-09 02:45:00,6648.000
2021-12-09 02:45:00,2021-12-09 03:00:00,6616.000
2021-12-09 03:00:00,2021-12-09 03:15:00,6604.000
2021-12-09 03:15:00,2021-12-09 03:30:00,6600.000
2021-12-09 03:30:00,2021-12-09 03:45:00,6600.000
2021-12-09 03:45:00,2021-12-09 04:00:00,6620.000
2021-12-09 04:00:00,2021-12-09 04:15:00,6676.000
2021-12-09 04:15:00,2021-12-09 04:30:00,6732.000
2021-12-09 04:30:00,2021-12-09 04:45:00,6812.000
2021-12-09 04:45:00,2021-12-09 05:00:00,6916.000
2021-12-09 05:00:00,2021-12-09 05:15:00,7104.000
2021-12-09 05:15:00,2021-12-09 05:30:00,7284.000
2021-12-09 05:30:00,2021-12-09 05:45:00,7496.000
2021-12-09 05:45:00,2021-12-09 06:00:00,7736.000
2021-12-09 06:00:00,2021-12-09 06:15:00,7984.000
2021-12-09 06:15:00,2021-12-09 06:30:00,8272.000
2021-12-09 06:30:00,2021-12-09 06:45:00,8532.000
2021-12-09 06:45:00,2021-12-09 07:00:00,8760.000
2021-12-09 07:00:00,2021-12-09 07:15:00,9028.000
2021-12-09 07:15:00,2021-12-09 07:30:00,9188.000
2021-12-09 07:30:00,2021-12-09 07:45:00,9312.000
2021-12-09 07:45:00,2021-12-09 08:00:00,9408.000
2021-12-09 08:00:00,2021-12-09 08:15:00,9504.000
2021-12-09 08:15:00,2021-12-09 08:30:00,9552.000
2021-12-09 08:30:00,2021-12-09 08:45:00,9584.000
2021-12-09 08:45:00,2021-12-09 09:00:00,9608.000
2021-12-09 09:00:00,2021-12-09 09:15:00,9572.000
2021-12-09 09:15:00,2021-12-09 09:30:00,9580.000
2021-12-09 09:30:00,2021-12-09 09:45:00,9616.000
2021-12-09 09:45:00,2021-12-09 10:00:00,9620.000
2021-12-09 10:00:00,2021-12-09 10:15:00,9624.000
2021-12-09 10:15:00,2021-12-09 10:30:00,9648.000
2021-12-09 10:30:00,2021-12-09 10:45:00,9660.000
2021-12-09 10:45:00,2021-12-09 11:00:00,9688.000
2021-12-09 11:00:00,2021-12-09 11:15:00,9676.000
2021-12-09 11:15:00,2021-12-09 11:30:00,9716.000
2021-12-09 11:30:00,2021-12-09 11:45:00,9704.000
2021-12-09 11:45:00,2021-12-09 12:00:00,9668.000
2021-12-09 12:00:00,2021-12-09 12:15:00,9624.000
2021-12-09 12:15:00,2021-12-09 12:30:00,9524.000
2021-12-09 12:30:00,2021-12-09 12:45:00,9460.000
2021-12-09 12:45:00,2021-12-09 13:00:00,9432.000
2021-12-09 13:00:00,2021-12-09 13:15:00,9444.000
2021-12-09 13:15:00,2021-12-09 13:30:00,9416.000
2021-12-09 13:30:00,2021-12-09 13:45:00,9372.000
2021-12-09 13:45:00,2021-12-09 14:00:00,9320.000
2021-12-09 14:00:00,2021-12-09 14:15:00,9308.000
2021-12-09 14:15:00,2021-12-09 14:30:00,9296.000
2021-12-09 14:30:00,2021-12-09 14:45:00,9272.000
2021-12-09 14:45:00,2021-12-09 15:00:00,9260.000
2021-12-09 15:00:00,2021-12-09 15:15:00,9272.000
2021-12-09 15:15:00,2021-12-09 15:30:00,9284.000
2021-12-09 15:30:00,2021-12-09 15:45:00,9288.000
2021-12-09 15:45:00,2021-12-09 16:00:00,9312.000
2021-12-09 16:00:00,2021-12-09 16:15:00,9360.000
2021-12-09 16:15:00,2021-12-09 16:30:00,9428.000
2021-12-09 16:30:00,2021-12-09 16:45:00,9500.000
2021-12-09 16:45:00,2021-12-09 17:00:00,9556.000
2021-12-09 17:00:00,2021-12-09 17:15:00,9580.000
2021-12-09 17:15:00,2021-12-09 17:30:00,9612.000
2021-12-09 17:30:00,2021-12-09 17:45:00,9612.000
2021-12-09 17:45:00,2021-12-09 18:00:00,9588.000
2021-12-09 18:00:00,2021-12-09 18:15:00,9544.000
2021-12-09 18:15:00,2021-12-09 18:30:00,9480.000
2021-12-09 18:30:00,2021-12-09 18:45:00,9416.000
2021-12-09 18:45:00,2021-12-09 19:00:00,9328.000
2021-12-09 19:00:00,2021-12-09 19:15:00,9212.000
2021-12-09 19:15:00,2021-12-09 19:30:00,9080.000
2021-12-09 19:30:00,2021-12-09 19:45:00,8952.000
2021-12-09 19:45:00,2021-12-09 20:00:00,8828.000
2021-12-09 20:00:00,2021-12-09 20:15:00,8700.000
2021-12-09 20:15:00,2021-12-09 20:30:00,8556.000
2021-12-09 20:30:00,2021-12-09 20:45:00,8428.000
2021-12-09 20:45:00,2021-12-09 21:00:00,8288.000
2021-12-09 21:00:00,2021-12-09 21:15:00,8140.000
2021-12-09 21:15:00,2021-12-09 21:30:00,8016.000
2021-12-09 21:30:00,2021-12-09 21:45:00,7884.000
2021-12-09 21:45:00,2021-12-09 22:00:00,7772.000
2021-12-09 22:00:00,2021-12-09 22:15:00,7984.000
2021-12-09 22:15:00,2021-12-09 22:30:00,7908.000
2021-12-09 22:30:00,2021-12-09 22:45:00,7764.000
2021-12-09 22:45:00,2021-12-09 23:00:00,7648.000
2021-12-09 23:00:00,2021-12-09 23:15:00,7596.000
2021-12-09 23:15:00,2021-12-09 23:30:00,7448.000
2021-12-09 23:30:00,2021-12-09 23:45:00,7336.000
2021-12-09 23:45:00,2021-12-10 00:00:00,7228.000
2021-12-10 00:00:00,2021-12-10 00:15:00,7068.000
2021-12-10 00:15:00,2021-12-10 00:30:00,6976.000
2021-12-10 00:30:00,2021-12-10 00:45:00,6880.000
2021-12-10 00:45:00,2021-12-10 01:00:00,6792.000
2021-12-10 01:00:00,2021-12-10 01:15:00,6768.000
2021-12-10 01:15:00,2021-12-10 01:30:00,6708.000
2021-12-10 01:30:00,2021-12-10 01:45:00,6652.000
2021-12-10 01:45:00,2021-12-10 02:00:00,6600.000
2021-12-10 02:00:00,2021-12-10 02:15:00,6668.000
2021-12-10 02:15:00,2021-12-10 02:30:00,6640.000
2021-12-10 02:30:00,2021-12-10 02:45:00,6588.000
2021-12-10 02:45:00,2021-12-10 03:00:00,6520.000
2021-12-10 03:00:00,2021-12-10 03:15:00,6492.000
2021-12-10 03:15:00,2021-12-10 03:30:00,6496.000
2021-12-10 03:30:00,2021-12-10 03:45:00,6504.000
2021-12-10 03:45:00,2021-12-10 04:00:00,6516.000
2021-12-10 04:00:00,2021-12-10 04:15:00,6568.000
2021-12-10 04:15:00,2021-12-10 04:30:00,6616.000
2021-12-10 04:30:00,2021-12-10 04:45:00,6696.000
2021-12-10 04:45:00,2021-12-10 05:00:00,6788.000
2021-12-10 05:00:00,2021-12-10 05:15:00,7000.000
2021-12-10 05:15:00,2021-12-10 05:30:00,7188.000
2021-12-10 05:30:00,2021-12-10 05:45:00,7396.000
2021-12-10 05:45:00,2021-12-10 06:00:00,7644.000
2021-12-10 06:00:00,2021-12-10 06:15:00,7856.000
2021-12-10 06:15:00,2021-12-10 06:30:00,8156.000
2021-12-10 06:30:00,2021-12-10 06:45:00,8396.000
2021-12-10 06:45:00,2021-12-10 07:00:00,8612.000
2021-12-10 07:00:00,2021-12-10 07:15:00,8868.000
2021-12-10 07:15:00,2021-12-10 07:30:00,9044.000
2021-12-10 07:30:00,2021-12-10 07:45:00,9172.000
2021-12-10 07:45:00,2021-12-10 08:00:00,9268.000
2021-12-10 08:00:00,2021-12-10 08:15:00,9344.000
2021-12-10 08:15:00,2021-12-10 08:30:00,9380.000
2021-12-10 08:30:00,2021-12-10 08:45:00,9412.000
2021-12-10 08:45:00,2021-12-10 09:00:00,9432.000
2021-12-10 09:00:00,2021-12-10 09:15:00,9388.000
2021-12-10 09:15:00,2021-12-10 09:30:00,9392.000
2021-12-10 09:30:00,2021-12-10 09:45:00,9428.000
2021-12-10 09:45:00,2021-12-10 10:00:00,9428.000
2021-12-10 10:00:00,2021-12-10 10:15:00,9420.000
2021-12-10 10:15:00,2021-12-10 10:30:00,9424.000
2021-12-10 10:30:00,2021-12-10 10:45:00,9432.000
2021-12-10 10:45:00,2021-12-10 11:00:00,9436.000
2021-12-10 11:00:00,2021-12-10 11:15:00,9396.000
2021-12-10 11:15:00,2021-12-10 11:30:00,9412.000
2021-12-10 11:30:00,2021-12-10 11:45:00,9376.000
2021-12-10 11:45:00,2021-12-10 12:00:00,9340.000
2021-12-10 12:00:00,2021-12-10 12:15:00,9320.000
2021-12-10 12:15:00,2021-12-10 12:30:00,9212.000
2021-12-10 12:30:00,2021-12-10 12:45:00,9120.000
2021-12-10 12:45:00,2021-12-10 13:00:00,9068.000
2021-12-10 13:00:00,2021-12-10 13:15:00,9052.000
2021-12-10 13:15:00,2021-12-10 13:30:00,9004.000
2021-12-10 13:30:00,2021-12-10 13:45:00,8944.000
2021-12-10 13:45:00,2021-12-10 14:00:00,8896.000
2021-12-10 14:00:00,2021-12-10 14:15:00,8860.000
2021-12-10 14:15:00,2021-12-10 14:30:00,8828.000
2021-12-10 14:30:00,2021-12-10 14:45:00,8788.000
2021-12-10 14:45:00,2021-12-10 15:00:00,8756.000
2021-12-10 15:00:00,2021-12-10 15:15:00,8776.000
2021-12-10 15:15:00,2021-12-10 15:30:00,8776.000
2021-12-10 15:30:00,2021-12-10 15:45:00,8804.000
2021-12-10 15:45:00,2021-12-10 16:00:00,8844.000
2021-12-10 16:00:00,2021-12-10 16:15:00,8896.000
2021-12-10 16:15:00,2021-12-10 16:30:00,8964.000
2021-12-10 16:30:00,2021-12-10 16:45:00,9048.000
2021-12-10 16:45:00,2021-12-10 17:00:00,9136.000
2021-12-10 17:00:00,2021-12-10 17:15:00,9176.000
2021-12-10 17:15:00,2021-12-10 17:30:00,9220.000
2021-12-10 17:30:00,2021-12-10 17:45:00,9236.000
2021-12-10 17:45:00,2021-12-10 18:00:00,9236.000
2021-12-10 18:00:00,2021-12-10 18:15:00,9200.000
2021-12-10 18:15:00,2021-12-10 18:30:00,9140.000
2021-12-10 18:30:00,2021-12-10 18:45:00,9076.000
2021-12-10 18:45:00,2021-12-10 19:00:00,8992.000
2021-12-10 19:00:00,2021-12-10 19:15:00,8884.000
2021-12-10 19:15:00,2021-12-10 19:30:00,8780.000
2021-12-10 19:30:00,2021-12-10 19:45:00,8664.000
2021-12-10 19:45:00,2021-12-10 20:00:00,8532.000
2021-12-10 20:00:00,2021-12-10 20:15:00,8404.000
2021-12-10 20:15:00,2021-12-10 20:30:00,8268.000
2021-12-10 20:30:00,2021-12-10 20:45:00,8144.000
2021-12-10 20:45:00,2021-12-10 21:00:00,8004.000
2021-12-10 21:00:00,2021-12-10 21:15:00,7876.000
2021-12-10 21:15:00,2021-12-10 21:30:00,7748.000
2021-12-10 21:30:00,2021-12-10 21:45:00,7628.000
2021-12-10 21:45:00,2021-12-10 22:00:00,7528.000
2021-12-10 22:00:00,2021-12-10 22:15:00,7716.000
2021-12-10 22:15:00,2021-12-10 22:30:00,7648.000
2021-12-10 22:30:00,2021-12-10 22:45:00,7516.000
2021-12-10 22:45:00,2021-12-10 23:00:00,7416.000
2021-12-10 23:00:00,2021-12-10 23:15:00,7376.000
2021-12-10 23:15:00,2021-12-10 23:30:00,7236.000
2021-12-10 23:30:00,2021-12-10 23:45:00,7120.000
2021-12-10 23:45:00,2021-12-11 00:00:00,7024.000
2021-12-11 00:00:00,2021-12-11 00:15:00,7164.000
2021-12-11 00:15:00,2021-12-11 00:30:00,7048.000
2021-12-11 00:30:00,2021-12-11 00:45:00,6952.000
2021-12-11 00:45:00,2021-12-11 01:00:00,6836.000
2021-12-11 01:00:00,2021-12-11 01:15:00,6820.000
2021-12-11 01:15:00,2021-12-11 01:30:00,6740.000
2021-12-11 01:30:00,2021-12-11 01:45:00,6672.000
2021-12-11 01:45:00,2021-12-11 02:00:00,6608.000
2021-12-11 02:00:00,2021-12-11 02:15:00,6684.000
2021-12-11 02:15:00,2021-12-11 02:30:00,6632.000
2021-12-11 02:30:00,2021-12-11 02:45:00,6576.000
2021-12-11 02:45:00,2021-12-11 03:00:00,6524.000
2021-12-11 03:00:00,2021-12-11 03:15:00,6496.000
2021-12-11 03:15:00,2021-12-11 03:30:00,6476.000
2021-12-11 03:30:00,2021-12-11 03:45:00,6452.000
2021-12-11 03:45:00,2021-12-11 04:00:00,6456.000
2021-12-11 04:00:00,2021-12-11 04:15:00,6472.000
2021-12-11 04:15:00,2021-12-11 04:30:00,6488.000
2021-12-11 04:30:00,2021-12-11 04:45:00,6508.000
2021-12-11 04:45:00,2021-12-11 05:00:00,6532.000
2021-12-11 05:00:00,2021-12-11 05:15:00,6616.000
2021-12-11 05:15:00,2021-12-11 05:30:00,6680.000
2021-12-11 05:30:00,2021-12-11 05:45:00,6752.000
2021-12-11 05:45:00,2021-12-11 06:00:00,6828.000
2021-12-11 06:00:00,2021-12-11 06:15:00,6896.000
2021-12-11 06:15:00,2021-12-11 06:30:00,7008.000
2021-12-11 06:30:00,2021-12-11 06:45:00,7112.000
2021-12-11 06:45:00,2021-12-11 07:00:00,7236.000
2021-12-11 07:00:00,2021-12-11 07:15:00,7272.000
2021-12-11 07:15:00,2021-12-11 07:30:00,7356.000
2021-12-11 07:30:00,2021-12-11 07:45:00,7452.000
2021-12-11 07:45:00,2021-12-11 08:00:00,7552.000
2021-12-11 08:00:00,2021-12-11 08:15:00,7676.000
2021-12-11 08:15:00,2021-12-11 08:30:00,7768.000
2021-12-11 08:30:00,2021-12-11 08:45:00,7852.000
2021-12-11 08:45:00,2021-12-11 09:00:00,7952.000
2021-12-11 09:00:00,2021-12-11 09:15:00,8020.000
2021-12-11 09:15:00,2021-12-11 09:30:00,8060.000
2021-12-11 09:30:00,2021-12-11 09:45:00,8108.000
2021-12-11 09:45:00,2021-12-11 10:00:00,8140.000
