Time from [CET/CEST],Time to [CET/CEST],Load [MW]
2021-03-06 05:15:00,2021-03-06 05:30:00,5740.000
2021-03-06 05:30:00,2021-03-06 05:45:00,5820.000
2021-03-06 05:45:00,2021-03-06 06:00:00,5896.000
2021-03-06 06:00:00,2021-03-06 06:15:00,5976.000
2021-03-06 06:15:00,2021-03-06 06:30:00,6100.000
2021-03-06 06:30:00,2021-03-06 06:45:00,6208.000
2021-03-06 06:45:00,2021-03-06 07:00:00,6308.000
2021-03-06 07:00:00,2021-03-06 07:15:00,6420.000
2021-03-06 07:15:00,2021-03-06 07:30:00,6532.000
2021-03-06 07:30:00,2021-03-06 07:45:00,6640.000
2021-03-06 07:45:00,2021-03-06 08:00:00,6740.000
2021-03-06 08:00:00,2021-03-06 08:15:00,6856.000
2021-03-06 08:15:00,2021-03-06 08:30:00,6940.000
2021-03-06 08:30:00,2021-03-06 08:45:00,7028.000
2021-03-06 08:45:00,2021-03-06 09:00:00,7084.000
2021-03-06 09:00:00,2021-03-06 09:15:00,7116.000
2021-03-06 09:15:00,2021-03-06 09:30:00,7124.000
2021-03-06 09:30:00,2021-03-06 09:45:00,7156.000
2021-03-06 09:45:00,2021-03-06 10:00:00,7176.000
2021-03-06 10:00:00,2021-03-06 10:15:00,7192.000
2021-03-06 10:15:00,2021-03-06 10:30:00,7216.000
2021-03-06 10:30:00,2021-03-06 10:45:00,7244.000
2021-03-06 10:45:00,2021-03-06 11:00:00,7272.000
2021-03-06 11:00:00,2021-03-06 11:15:00,7284.000
2021-03-06 11:15:00,2021-03-06 11:30:00,7320.000
2021-03-06 11:30:00,2021-03-06 11:45:00,7304.000
2021-03-06 11:45:00,2021-03-06 12:00:00,7244.000
2021-03-06 12:00:00,2021-03-06 12:15:00,7220.000
2021-03-06 12:15:00,2021-03-06 12:30:00,7096.000
2021-03-06 12:30:00,2021-03-06 12:45:00,6980.000
2021-03-06 12:45:00,2021-03-06 13:00:00,6892.000
2021-03-06 13:00:00,2021-03-06 13:15:00,6856.000
2021-03-06 13:15:00,2021-03-06 13:30:00,6800.000
2021-03-06 13:30:00,2021-03-06 13:45:00,6740.000
2021-03-06 13:45:00,2021-03-06 14:00:00,6688.000
2021-03-06 14:00:00,2021-03-06 14:15:00,6644.000
2021-03-06 14:15:00,2021-03-06 14:30:00,6620.000
2021-03-06 14:30:00,2021-03-06 14:45:00,6636.000
2021-03-06 14:45:00,2021-03-06 15:00:00,6620.000
2021-03-06 15:00:00,2021-03-06 15:15:00,6648.000
2021-03-06 15:15:00,2021-03-06 15:30:00,6640.000
2021-03-06 15:30:00,2021-03-06 15:45:00,6668.000
2021-03-06 15:45:00,2021-03-06 16:00:00,6696.000
2021-03-06 16:00:00,2021-03-06 16:15:00,6744.000
2021-03-06 16:15:00,2021-03-06 16:30:00,6788.000
2021-03-06 16:30:00,2021-03-06 16:45:00,6860.000
2021-03-06 16:45:00,2021-03-06 17:00:00,6952.000
2021-03-06 17:00:00,2021-03-06 17:15:00,7060.000
2021-03-06 17:15:00,2021-03-06 17:30:00,7184.000
2021-03-06 17:30:00,2021-03-06 17:45:00,7296.000
2021-03-06 17:45:00,2021-03-06 18:00:00,7376.000
2021-03-06 18:00:00,2021-03-06 18:15:00,7452.000
2021-03-06 18:15:00,2021-03-06 18:30:00,7436.000
2021-03-06 18:30:00,2021-03-06 18:45:00,7388.000
2021-03-06 18:45:00,2021-03-06 19:00:00,7324.000
2021-03-06 19:00:00,2021-03-06 19:15:00,7260.000
2021-03-06 19:15:00,2021-03-06 19:30:00,7180.000
2021-03-06 19:30:00,2021-03-06 19:45:00,7088.000
2021-03-06 19:45:00,2021-03-06 20:00:00,6992.000
2021-03-06 20:00:00,2021-03-06 20:15:00,6892.000
2021-03-06 20:15:00,2021-03-06 20:30:00,6780.000
2021-03-06 20:30:00,2021-03-06 20:45:00,6684.000
2021-03-06 20:45:00,2021-03-06 21:00:00,6580.000
2021-03-06 21:00:00,2021-03-06 21:15:00,6484.000
2021-03-06 21:15:00,2021-03-06 21:30:00,6396.000
2021-03-06 21:30:00,2021-03-06 21:45:00,6316.000
2021-03-06 21:45:00,2021-03-06 22:00:00,6256.000
2021-03-06 22:00:00,2021-03-06 22:15:00,6476.000
2021-03-06 22:15:00,2021-03-06 22:30:00,6440.000
2021-03-06 22:30:00,2021-03-06 22:45:00,6332.000
2021-03-06 22:45:00,2021-03-06 23:00:00,6228.000
2021-03-06 23:00:00,2021-03-06 23:15:00,6172.000
2021-03-06 23:15:00,2021-03-06 23:30:00,6052.000
2021-03-06 23:30:00,2021-03-06 23:45:00,5948.000
2021-03-06 23:45:00,2021-03-07 00:00:00,5852.000
2021-03-07 00:00:00,2021-03-07 00:15:00,5932.000
2021-03-07 00:15:00,2021-03-07 00:30:00,5820.000
2021-03-07 00:30:00,2021-03-07 00:45:00,5716.000
2021-03-07 00:45:00,2021-03-07 01:00:00,5620.000
2021-03-07 01:00:00,2021-03-07 01:15:00,5588.000
2021-03-07 01:15:00,2021-03-07 01:30:00,5508.000
2021-03-07 01:30:00,2021-03-07 01:45:00,5432.000
2021-03-07 01:45:00,2021-03-07 02:00:00,5372.000
2021-03-07 02:00:00,2021-03-07 02:15:00,5384.000
2021-03-07 02:15:00,2021-03-07 02:30:00,5336.000
2021-03-07 02:30:00,2021-03-07 02:45:00,5276.000
2021-03-07 02:45:00,2021-03-07 03:00:00,5232.000
2021-03-07 03:00:00,2021-03-07 03:15:00,5300.000
2021-03-07 03:15:00,2021-03-07 03:30:00,5276.000
2021-03-07 03:30:00,2021-03-07 03:45:00,5260.000
2021-03-07 03:45:00,2021-03-07 04:00:00,5260.000
2021-03-07 04:00:00,2021-03-07 04:15:00,5308.000
2021-03-07 04:15:00,2021-03-07 04:30:00,5316.000
2021-03-07 04:30:00,2021-03-07 04:45:00,5332.000
2021-03-07 04:45:00,2021-03-07 05:00:00,5364.000
2021-03-07 05:00:00,2021-03-07 05:15:00,5424.000
2021-03-07 05:15:00,2021-03-07 05:30:00,5456.000
2021-03-07 05:30:00,2021-03-07 05:45:00,5496.000
2021-03-07 05:45:00,2021-03-07 06:00:00,5532.000
2021-03-07 06:00:00,2021-03-07 06:15:00,5520.000
2021-03-07 06:15:00,2021-03-07 06:30:00,5596.000
2021-03-07 06:30:00,2021-03-07 06:45:00,5664.000
2021-03-07 06:45:00,2021-03-07 07:00:00,5748.000
2021-03-07 07:00:00,2021-03-07 07:15:00,5768.000
2021-03-07 07:15:00,2021-03-07 07:30:00,5880.000
2021-03-07 07:30:00,2021-03-07 07:45:00,5940.000
2021-03-07 07:45:00,2021-03-07 08:00:00,6028.000
2021-03-07 08:00:00,2021-03-07 08:15:00,6148.000
2021-03-07 08:15:00,2021-03-07 08:30:00,6220.000
2021-03-07 08:30:00,2021-03-07 08:45:00,6300.000
2021-03-07 08:45:00,2021-03-07 09:00:00,6360.000
2021-03-07 09:00:00,2021-03-07 09:15:00,6428.000
2021-03-07 09:15:00,2021-03-07 09:30:00,6480.000
2021-03-07 09:30:00,2021-03-07 09:45:00,6544.000
2021-03-07 09:45:00,2021-03-07 10:00:00,6592.000
2021-03-07 10:00:00,2021-03-07 10:15:00,6608.000
2021-03-07 10:15:00,2021-03-07 10:30:00,6648.000
2021-03-07 10:30:00,2021-03-07 10:45:00,6692.000
2021-03-07 10:45:00,2021-03-07 11:00:00,6732.000
2021-03-07 11:00:00,2021-03-07 11:15:00,6748.000
2021-03-07 11:15:00,2021-03-07 11:30:00,6780.000
2021-03-07 11:30:00,2021-03-07 11:45:00,6764.000
2021-03-07 11:45:00,2021-03-07 12:00:00,6684.000
2021-03-07 12:00:00,2021-03-07 12:15:00,6644.000
2021-03-07 12:15:00,2021-03-07 12:30:00,6512.000
2021-03-07 12:30:00,2021-03-07 12:45:00,6392.000
2021-03-07 12:45:00,2021-03-07 13:00:00,6308.000
2021-03-07 13:00:00,2021-03-07 13:15:00,6256.000
2021-03-07 13:15:00,2021-03-07 13:30:00,6184.000
2021-03-07 13:30:00,2021-03-07 13:45:00,6116.000
2021-03-07 13:45:00,2021-03-07 14:00:00,6056.000
2021-03-07 14:00:00,2021-03-07 14:15:00,6088.000
2021-03-07 14:15:00,2021-03-07 14:30:00,6060.000
2021-03-07 14:30:00,2021-03-07 14:45:00,6036.000
2021-03-07 14:45:00,2021-03-07 15:00:00,6020.000
2021-03-07 15:00:00,2021-03-07 15:15:00,5960.000
2021-03-07 15:15:00,2021-03-07 15:30:00,5916.000
2021-03-07 15:30:00,2021-03-07 15:45:00,5968.000
2021-03-07 15:45:00,2021-03-07 16:00:00,6012.000
2021-03-07 16:00:00,2021-03-07 16:15:00,6044.000
2021-03-07 16:15:00,2021-03-07 16:30:00,6136.000
2021-03-07 16:30:00,2021-03-07 16:45:00,6236.000
2021-03-07 16:45:00,2021-03-07 17:00:00,6372.000
2021-03-07 17:00:00,2021-03-07 17:15:00,6476.000
2021-03-07 17:15:00,2021-03-07 17:30:00,6596.000
2021-03-07 17:30:00,2021-03-07 17:45:00,6692.000
2021-03-07 17:45:00,2021-03-07 18:00:00,6812.000
2021-03-07 18:00:00,2021-03-07 18:15:00,6968.000
2021-03-07 18:15:00,2021-03-07 18:30:00,7028.000
2021-03-07 18:30:00,2021-03-07 18:45:00,7044.000
2021-03-07 18:45:00,2021-03-07 19:00:00,7032.000
2021-03-07 19:00:00,2021-03-07 19:15:00,6992.000
2021-03-07 19:15:00,2021-03-07 19:30:00,7000.000
2021-03-07 19:30:00,2021-03-07 19:45:00,6924.000
2021-03-07 19:45:00,2021-03-07 20:00:00,6876.000
2021-03-07 20:00:00,2021-03-07 20:15:00,6824.000
2021-03-07 20:15:00,2021-03-07 20:30:00,6720.000
2021-03-07 20:30:00,2021-03-07 20:45:00,6624.000
2021-03-07 20:45:00,2021-03-07 21:00:00,6524.000
2021-03-07 21:00:00,2021-03-07 21:15:00,6464.000
2021-03-07 21:15:00,2021-03-07 21:30:00,6372.000
2021-03-07 21:30:00,2021-03-07 21:45:00,6308.000
2021-03-07 21:45:00,2021-03-07 22:00:00,6268.000
2021-03-07 22:00:00,2021-03-07 22:15:00,6528.000
2021-03-07 22:15:00,2021-03-07 22:30:00,6500.000
2021-03-07 22:30:00,2021-03-07 22:45:00,6404.000
2021-03-07 22:45:00,2021-03-07 23:00:00,6312.000
2021-03-07 23:00:00,2021-03-07 23:15:00,6256.000
2021-03-07 23:15:00,2021-03-07 23:30:00,6144.000
2021-03-07 23:30:00,2021-03-07 23:45:00,6044.000
2021-03-07 23:45:00,2021-03-08 00:00:00,5964.000
2021-03-08 00:00:00,2021-03-08 00:15:00,6360.000
2021-03-08 00:15:00,2021-03-08 00:30:00,6272.000
2021-03-08 00:30:00,2021-03-08 00:45:00,6180.000
2021-03-08 00:45:00,2021-03-08 01:00:00,6088.000
2021-03-08 01:00:00,2021-03-08 01:15:00,6072.000
2021-03-08 01:15:00,2021-03-08 01:30:00,6000.000
2021-03-08 01:30:00,2021-03-08 01:45:00,5944.000
2021-03-08 01:45:00,2021-03-08 02:00:00,5888.000
2021-03-08 02:00:00,2021-03-08 02:15:00,5960.000
2021-03-08 02:15:00,2021-03-08 02:30:00,5916.000
2021-03-08 02:30:00,2021-03-08 02:45:00,5876.000
2021-03-08 02:45:00,2021-03-08 03:00:00,5836.000
2021-03-08 03:00:00,2021-03-08 03:15:00,5848.000
2021-03-08 03:15:00,2021-03-08 03:30:00,5836.000
2021-03-08 03:30:00,2021-03-08 03:45:00,5840.000
2021-03-08 03:45:00,2021-03-08 04:00:00,5860.000
2021-03-08 04:00:00,2021-03-08 04:15:00,5920.000
2021-03-08 04:15:00,2021-03-08 04:30:00,5980.000
2021-03-08 04:30:00,2021-03-08 04:45:00,6060.000
2021-03-08 04:45:00,2021-03-08 05:00:00,6176.000
2021-03-08 05:00:00,2021-03-08 05:15:00,6384.000
2021-03-08 05:15:00,2021-03-08 05:30:00,6548.000
2021-03-08 05:30:00,2021-03-08 05:45:00,6772.000
2021-03-08 05:45:00,2021-03-08 06:00:00,7024.000
2021-03-08 06:00:00,2021-03-08 06:15:00,7336.000
2021-03-08 06:15:00,2021-03-08 06:30:00,7632.000
2021-03-08 06:30:00,2021-03-08 06:45:00,7864.000
2021-03-08 06:45:00,2021-03-08 07:00:00,8052.000
2021-03-08 07:00:00,2021-03-08 07:15:00,8272.000
2021-03-08 07:15:00,2021-03-08 07:30:00,8420.000
2021-03-08 07:30:00,2021-03-08 07:45:00,8516.000
2021-03-08 07:45:00,2021-03-08 08:00:00,8580.000
2021-03-08 08:00:00,2021-03-08 08:15:00,8632.000
2021-03-08 08:15:00,2021-03-08 08:30:00,8640.000
2021-03-08 08:30:00,2021-03-08 08:45:00,8628.000
2021-03-08 08:45:00,2021-03-08 09:00:00,8600.000
2021-03-08 09:00:00,2021-03-08 09:15:00,8516.000
2021-03-08 09:15:00,2021-03-08 09:30:00,8484.000
2021-03-08 09:30:00,2021-03-08 09:45:00,8472.000
2021-03-08 09:45:00,2021-03-08 10:00:00,8436.000
2021-03-08 10:00:00,2021-03-08 10:15:00,8396.000
2021-03-08 10:15:00,2021-03-08 10:30:00,8372.000
2021-03-08 10:30:00,2021-03-08 10:45:00,8352.000
2021-03-08 10:45:00,2021-03-08 11:00:00,8344.000
2021-03-08 11:00:00,2021-03-08 11:15:00,8332.000
2021-03-08 11:15:00,2021-03-08 11:30:00,8352.000
2021-03-08 11:30:00,2021-03-08 11:45:00,8320.000
2021-03-08 11:45:00,2021-03-08 12:00:00,8260.000
2021-03-08 12:00:00,2021-03-08 12:15:00,8172.000
2021-03-08 12:15:00,2021-03-08 12:30:00,8048.000
2021-03-08 12:30:00,2021-03-08 12:45:00,7976.000
2021-03-08 12:45:00,2021-03-08 13:00:00,7928.000
2021-03-08 13:00:00,2021-03-08 13:15:00,7936.000
2021-03-08 13:15:00,2021-03-08 13:30:00,7908.000
2021-03-08 13:30:00,2021-03-08 13:45:00,7856.000
2021-03-08 13:45:00,2021-03-08 14:00:00,7804.000
2021-03-08 14:00:00,2021-03-08 14:15:00,7780.000
2021-03-08 14:15:00,2021-03-08 14:30:00,7772.000
2021-03-08 14:30:00,2021-03-08 14:45:00,7752.000
2021-03-08 14:45:00,2021-03-08 15:00:00,7732.000
2021-03-08 15:00:00,2021-03-08 15:15:00,7736.000
2021-03-08 15:15:00,2021-03-08 15:30:00,7732.000
2021-03-08 15:30:00,2021-03-08 15:45:00,7748.000
2021-03-08 15:45:00,2021-03-08 16:00:00,7760.000
2021-03-08 16:00:00,2021-03-08 16:15:00,7788.000
2021-03-08 16:15:00,2021-03-08 16:30:00,7836.000
2021-03-08 16:30:00,2021-03-08 16:45:00,7876.000
2021-03-08 16:45:00,2021-03-08 17:00:00,7956.000
2021-03-08 17:00:00,2021-03-08 17:15:00,8036.000
2021-03-08 17:15:00,2021-03-08 17:30:00,8156.000
2021-03-08 17:30:00,2021-03-08 17:45:00,8288.000
2021-03-08 17:45:00,2021-03-08 18:00:00,8416.000
2021-03-08 18:00:00,2021-03-08 18:15:00,8500.000
2021-03-08 18:15:00,2021-03-08 18:30:00,8536.000
2021-03-08 18:30:00,2021-03-08 18:45:00,8540.000
2021-03-08 18:45:00,2021-03-08 19:00:00,8492.000
2021-03-08 19:00:00,2021-03-08 19:15:00,8404.000
2021-03-08 19:15:00,2021-03-08 19:30:00,8272.000
2021-03-08 19:30:00,2021-03-08 19:45:00,8152.000
2021-03-08 19:45:00,2021-03-08 20:00:00,8040.000
2021-03-08 20:00:00,2021-03-08 20:15:00,7916.000
2021-03-08 20:15:00,2021-03-08 20:30:00,7780.000
2021-03-08 20:30:00,2021-03-08 20:45:00,7652.000
2021-03-08 20:45:00,2021-03-08 21:00:00,7508.000
2021-03-08 21:00:00,2021-03-08 21:15:00,7372.000
2021-03-08 21:15:00,2021-03-08 21:30:00,7236.000
2021-03-08 21:30:00,2021-03-08 21:45:00,7104.000
2021-03-08 21:45:00,2021-03-08 22:00:00,6988.000
2021-03-08 22:00:00,2021-03-08 22:15:00,7152.000
2021-03-08 22:15:00,2021-03-08 22:30:00,7084.000
2021-03-08 22:30:00,2021-03-08 22:45:00,6944.000
2021-03-08 22:45:00,2021-03-08 23:00:00,6824.000
2021-03-08 23:00:00,2021-03-08 23:15:00,6752.000
2021-03-08 23:15:00,2021-03-08 23:30:00,6612.000
2021-03-08 23:30:00,2021-03-08 23:45:00,6504.000
2021-03-08 23:45:00,2021-03-09 00:00:00,6404.000
2021-03-09 00:00:00,2021-03-09 00:15:00,6336.000
2021-03-09 00:15:00,2021-03-09 00:30:00,6248.000
2021-03-09 00:30:00,2021-03-09 00:45:00,6152.000
2021-03-09 00:45:00,2021-03-09 01:00:00,6060.000
2021-03-09 01:00:00,2021-03-09 01:15:00,6044.000
2021-03-09 01:15:00,2021-03-09 01:30:00,5972.000
2021-03-09 01:30:00,2021-03-09 01:45:00,5916.000
2021-03-09 01:45:00,2021-03-09 02:00:00,5864.000
2021-03-09 02:00:00,2021-03-09 02:15:00,5940.000
2021-03-09 02:15:00,2021-03-09 02:30:00,5896.000
2021-03-09 02:30:00,2021-03-09 02:45:00,5856.000
2021-03-09 02:45:00,2021-03-09 03:00:00,5812.000
2021-03-09 03:00:00,2021-03-09 03:15:00,5828.000
2021-03-09 03:15:00,2021-03-09 03:30:00,5820.000
2021-03-09 03:30:00,2021-03-09 03:45:00,5816.000
2021-03-09 03:45:00,2021-03-09 04:00:00,5836.000
2021-03-09 04:00:00,2021-03-09 04:15:00,5896.000
2021-03-09 04:15:00,2021-03-09 04:30:00,5956.000
2021-03-09 04:30:00,2021-03-09 04:45:00,6040.000
2021-03-09 04:45:00,2021-03-09 05:00:00,6156.000
2021-03-09 05:00:00,2021-03-09 05:15:00,6364.000
2021-03-09 05:15:00,2021-03-09 05:30:00,6528.000
2021-03-09 05:30:00,2021-03-09 05:45:00,6752.000
2021-03-09 05:45:00,2021-03-09 06:00:00,7008.000
2021-03-09 06:00:00,2021-03-09 06:15:00,7324.000
2021-03-09 06:15:00,2021-03-09 06:30:00,7616.000
2021-03-09 06:30:00,2021-03-09 06:45:00,7856.000
2021-03-09 06:45:00,2021-03-09 07:00:00,8048.000
2021-03-09 07:00:00,2021-03-09 07:15:00,8260.000
2021-03-09 07:15:00,2021-03-09 07:30:00,8416.000
2021-03-09 07:30:00,2021-03-09 07:45:00,8508.000
2021-03-09 07:45:00,2021-03-09 08:00:00,8580.000
2021-03-09 08:00:00,2021-03-09 08:15:00,8640.000
2021-03-09 08:15:00,2021-03-09 08:30:00,8652.000
2021-03-09 08:30:00,2021-03-09 08:45:00,8644.000
2021-03-09 08:45:00,2021-03-09 09:00:00,8616.000
2021-03-09 09:00:00,2021-03-09 09:15:00,8528.000
2021-03-09 09:15:00,2021-03-09 09:30:00,8504.000
2021-03-09 09:30:00,2021-03-09 09:45:00,8496.000
2021-03-09 09:45:00,2021-03-09 10:00:00,8464.000
2021-03-09 10:00:00,2021-03-09 10:15:00,8424.000
2021-03-09 10:15:00,2021-03-09 10:30:00,8400.000
2021-03-09 10:30:00,2021-03-09 10:45:00,8388.000
2021-03-09 10:45:00,2021-03-09 11:00:00,8384.000
2021-03-09 11:00:00,2021-03-09 11:15:00,8364.000
2021-03-09 11:15:00,2021-03-09 11:30:00,8376.000
2021-03-09 11:30:00,2021-03-09 11:45:00,8352.000
2021-03-09 11:45:00,2021-03-09 12:00:00,8292.000
2021-03-09 12:00:00,2021-03-09 12:15:00,8212.000
2021-03-09 12:15:00,2021-03-09 12:30:00,8088.000
2021-03-09 12:30:00,2021-03-09 12:45:00,8016.000
2021-03-09 12:45:00,2021-03-09 13:00:00,7972.000
2021-03-09 13:00:00,2021-03-09 13:15:00,7976.000
2021-03-09 13:15:00,2021-03-09 13:30:00,7948.000
2021-03-09 13:30:00,2021-03-09 13:45:00,7900.000
2021-03-09 13:45:00,2021-03-09 14:00:00,7844.000
2021-03-09 14:00:00,2021-03-09 14:15:00,7820.000
2021-03-09 14:15:00,2021-03-09 14:30:00,7812.000
2021-03-09 14:30:00,2021-03-09 14:45:00,7792.000
2021-03-09 14:45:00,2021-03-09 15:00:00,7776.000
2021-03-09 15:00:00,2021-03-09 15:15:00,7780.000
2021-03-09 15:15:00,2021-03-09 15:30:00,7768.000
2021-03-09 15:30:00,2021-03-09 15:45:00,7784.000
2021-03-09 15:45:00,2021-03-09 16:00:00,7800.000
2021-03-09 16:00:00,2021-03-09 16:15:00,7824.000
2021-03-09 16:15:00,2021-03-09 16:30:00,7868.000
2021-03-09 16:30:00,2021-03-09 16:45:00,7908.000
2021-03-09 16:45:00,2021-03-09 17:00:00,7992.000
2021-03-09 17:00:00,2021-03-09 17:15:00,8064.000
2021-03-09 17:15:00,2021-03-09 17:30:00,8184.000
2021-03-09 17:30:00,2021-03-09 17:45:00,8304.000
2021-03-09 17:45:00,2021-03-09 18:00:00,8432.000
2021-03-09 18:00:00,2021-03-09 18:15:00,8524.000
2021-03-09 18:15:00,2021-03-09 18:30:00,8548.000
2021-03-09 18:30:00,2021-03-09 18:45:00,8556.000
2021-03-09 18:45:00,2021-03-09 19:00:00,8508.000
2021-03-09 19:00:00,2021-03-09 19:15:00,8428.000
2021-03-09 19:15:00,2021-03-09 19:30:00,8300.000
2021-03-09 19:30:00,2021-03-09 19:45:00,8180.000
2021-03-09 19:45:00,2021-03-09 20:00:00,8064.000
2021-03-09 20:00:00,2021-03-09 20:15:00,7952.000
2021-03-09 20:15:00,2021-03-09 20:30:00,7812.000
2021-03-09 20:30:00,2021-03-09 20:45:00,7684.000
2021-03-09 20:45:00,2021-03-09 21:00:00,7540.000
2021-03-09 21:00:00,2021-03-09 21:15:00,7400.000
2021-03-09 21:15:00,2021-03-09 21:30:00,7260.000
2021-03-09 21:30:00,2021-03-09 21:45:00,7128.000
2021-03-09 21:45:00,2021-03-09 22:00:00,7016.000
2021-03-09 22:00:00,2021-03-09 22:15:00,7184.000
2021-03-09 22:15:00,2021-03-09 22:30:00,7116.000
2021-03-09 22:30:00,2021-03-09 22:45:00,6976.000
2021-03-09 22:45:00,2021-03-09 23:00:00,6860.000
2021-03-09 23:00:00,2021-03-09 23:15:00,6784.000
2021-03-09 23:15:00,2021-03-09 23:30:00,6640.000
2021-03-09 23:30:00,2021-03-09 23:45:00,6536.000
2021-03-09 23:45:00,2021-03-10 00:00:00,6432.000
2021-03-10 00:00:00,2021-03-10 00:15:00,6420.000
2021-03-10 00:15:00,2021-03-10 00:30:00,6332.000
2021-03-10 00:30:00,2021-03-10 00:45:00,6240.000
2021-03-10 00:45:00,2021-03-10 01:00:00,6152.000
2021-03-10 01:00:00,2021-03-10 01:15:00,6136.000
2021-03-10 01:15:00,2021-03-10 01:30:00,6064.000
2021-03-10 01:30:00,2021-03-10 01:45:00,6008.000
2021-03-10 01:45:00,2021-03-10 02:00:00,5952.000
2021-03-10 02:00:00,2021-03-10 02:15:00,6028.000
2021-03-10 02:15:00,2021-03-10 02:30:00,5984.000
2021-03-10 02:30:00,2021-03-10 02:45:00,5944.000
2021-03-10 02:45:00,2021-03-10 03:00:00,5904.000
2021-03-10 03:00:00,2021-03-10 03:15:00,5916.000
2021-03-10 03:15:00,2021-03-10 03:30:00,5908.000
2021-03-10 03:30:00,2021-03-10 03:45:00,5908.000
2021-03-10 03:45:00,2021-03-10 04:00:00,5924.000
2021-03-10 04:00:00,2021-03-10 04:15:00,5984.000
2021-03-10 04:15:00,2021-03-10 04:30:00,6044.000
2021-03-10 04:30:00,2021-03-10 04:45:00,6124.000
2021-03-10 04:45:00,2021-03-10 05:00:00,6240.000
2021-03-10 05:00:00,2021-03-10 05:15:00,6436.000
2021-03-10 05:15:00,2021-03-10 05:30:00,6604.000
2021-03-10 05:30:00,2021-03-10 05:45:00,6824.000
2021-03-10 05:45:00,2021-03-10 06:00:00,7084.000
2021-03-10 06:00:00,2021-03-10 06:15:00,7388.000
2021-03-10 06:15:00,2021-03-10 06:30:00,7680.000
2021-03-10 06:30:00,2021-03-10 06:45:00,7916.000
2021-03-10 06:45:00,2021-03-10 07:00:00,8096.000
2021-03-10 07:00:00,2021-03-10 07:15:00,8300.000
2021-03-10 07:15:00,2021-03-10 07:30:00,8448.000
2021-03-10 07:30:00,2021-03-10 07:45:00,8544.000
2021-03-10 07:45:00,2021-03-10 08:00:00,8612.000
2021-03-10 08:00:00,2021-03-10 08:15:00,8672.000
2021-03-10 08:15:00,2021-03-10 08:30:00,8676.000
2021-03-10 08:30:00,2021-03-10 08:45:00,8668.000
2021-03-10 08:45:00,2021-03-10 09:00:00,8640.000
2021-03-10 09:00:00,2021-03-10 09:15:00,8560.000
2021-03-10 09:15:00,2021-03-10 09:30:00,8532.000
2021-03-10 09:30:00,2021-03-10 09:45:00,8528.000
2021-03-10 09:45:00,2021-03-10 10:00:00,8496.000
2021-03-10 10:00:00,2021-03-10 10:15:00,8460.000
2021-03-10 10:15:00,2021-03-10 10:30:00,8440.000
2021-03-10 10:30:00,2021-03-10 10:45:00,8424.000
2021-03-10 10:45:00,2021-03-10 11:00:00,8420.000
2021-03-10 11:00:00,2021-03-10 11:15:00,8412.000
2021-03-10 11:15:00,2021-03-10 11:30:00,8428.000
2021-03-10 11:30:00,2021-03-10 11:45:00,8400.000
2021-03-10 11:45:00,2021-03-10 12:00:00,8344.000
2021-03-10 12:00:00,2021-03-10 12:15:00,8264.000
2021-03-10 12:15:00,2021-03-10 12:30:00,8136.000
2021-03-10 12:30:00,2021-03-10 12:45:00,8064.000
2021-03-10 12:45:00,2021-03-10 13:00:00,8012.000
2021-03-10 13:00:00,2021-03-10 13:15:00,8016.000
2021-03-10 13:15:00,2021-03-10 13:30:00,7988.000
2021-03-10 13:30:00,2021-03-10 13:45:00,7940.000
2021-03-10 13:45:00,2021-03-10 14:00:00,7884.000
2021-03-10 14:00:00,2021-03-10 14:15:00,7856.000
2021-03-10 14:15:00,2021-03-10 14:30:00,7848.000
2021-03-10 14:30:00,2021-03-10 14:45:00,7824.000
2021-03-10 14:45:00,2021-03-10 15:00:00,7804.000
2021-03-10 15:00:00,2021-03-10 15:15:00,7816.000
2021-03-10 15:15:00,2021-03-10 15:30:00,7812.000
2021-03-10 15:30:00,2021-03-10 15:45:00,7824.000
2021-03-10 15:45:00,2021-03-10 16:00:00,7844.000
2021-03-10 16:00:00,2021-03-10 16:15:00,7864.000
2021-03-10 16:15:00,2021-03-10 16:30:00,7908.000
2021-03-10 16:30:00,2021-03-10 16:45:00,7944.000
2021-03-10 16:45:00,2021-03-10 17:00:00,8024.000
2021-03-10 17:00:00,2021-03-10 17:15:00,8088.000
2021-03-10 17:15:00,2021-03-10 17:30:00,8204.000
2021-03-10 17:30:00,2021-03-10 17:45:00,8328.000
2021-03-10 17:45:00,2021-03-10 18:00:00,8460.000
2021-03-10 18:00:00,2021-03-10 18:15:00,8552.000
2021-03-10 18:15:00,2021-03-10 18:30:00,8580.000
2021-03-10 18:30:00,2021-03-10 18:45:00,8584.000
2021-03-10 18:45:00,2021-03-10 19:00:00,8540.000
2021-03-10 19:00:00,2021-03-10 19:15:00,8456.000
2021-03-10 19:15:00,2021-03-10 19:30:00,8324.000
2021-03-10 19:30:00,2021-03-10 19:45:00,8196.000
2021-03-10 19:45:00,2021-03-10 20:00:00,8076.000
2021-03-10 20:00:00,2021-03-10 20:15:00,7960.000
2021-03-10 20:15:00,2021-03-10 20:30:00,7820.000
2021-03-10 20:30:00,2021-03-10 20:45:00,7696.000
2021-03-10 20:45:00,2021-03-10 21:00:00,7552.000
2021-03-10 21:00:00,2021-03-10 21:15:00,7404.000
2021-03-10 21:15:00,2021-03-10 21:30:00,7268.000
2021-03-10 21:30:00,2021-03-10 21:45:00,7136.000
