python_version,numpy_version,pandas_version,scipy_version,statsmodels_version,platform,logical_cpu_count,physical_ram_bytes,available_ram_bytes,OMP_NUM_THREADS,OPENBLAS_NUM_THREADS,MKL_NUM_THREADS,NUMEXPR_NUM_THREADS,selected_worker,run_timestamp_utc,enhanced_source_files
3.12.3,2.5.2,3.0.5,1.18.0,0.14.6,Linux-6.8.0-138-generic-x86_64-with-glibc2.39,8,32857440256,28788682752,,,,,4,2026-09-13T00:10:15.812230+00:00,"[""enhanced_arima_models.py"", ""enhanced_arima_screening_2024.py""]"
