country,target_date,branch,specification_id,diagnostic,lag,value,threshold,flagged
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,41,0.0910958440931337,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,42,0.0796875497904228,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,43,-0.0624617420388603,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,44,-0.0973335227532479,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,45,-0.0484798091863833,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,46,-0.0662683373566171,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,47,0.0023252705471789,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,48,0.0467423350693055,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,5,0.0072976663614069,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,6,0.0331820140015637,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,7,0.0282828889928037,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,8,0.0826836453305023,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q0,residual_acf,9,0.0859437971087456,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,ljung_box_pvalue,24,0.5490966575266204,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,ljung_box_pvalue,48,0.9626586944653396,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,ljung_box_statistic,24,19.56261314522074,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,ljung_box_statistic,48,29.61722384286193,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,1,-0.009051355507779,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,10,-0.0630582757658333,0.1941733059080797,False
