Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2020 12:00 AM;Jan 1, 2020 1:00 AM;5,966.75;5,966.75;0.00;4,075.75
Jan 1, 2020 1:00 AM;Jan 1, 2020 2:00 AM;5,768.25;5,768.25;0.00;3,799.25
Jan 1, 2020 2:00 AM;Jan 1, 2020 3:00 AM;5,592.00;5,592.75;0.75;3,607.00
Jan 1, 2020 3:00 AM;Jan 1, 2020 4:00 AM;5,319.25;5,785.50;466.25;3,467.25
Jan 1, 2020 4:00 AM;Jan 1, 2020 5:00 AM;5,249.00;5,757.00;508.00;3,540.00
Jan 1, 2020 5:00 AM;Jan 1, 2020 6:00 AM;5,380.50;5,736.50;356.00;3,896.50
Jan 1, 2020 6:00 AM;Jan 1, 2020 7:00 AM;5,487.00;5,721.75;234.75;4,341.00
Jan 1, 2020 7:00 AM;Jan 1, 2020 8:00 AM;5,833.25;6,241.50;408.25;4,949.25
Jan 1, 2020 8:00 AM;Jan 1, 2020 9:00 AM;6,143.75;6,311.25;167.50;5,419.75
Jan 1, 2020 9:00 AM;Jan 1, 2020 10:00 AM;6,408.25;6,659.50;251.25;5,789.25
Jan 1, 2020 10:00 AM;Jan 1, 2020 11:00 AM;6,657.00;7,085.75;428.75;5,999.00
Jan 1, 2020 11:00 AM;Jan 1, 2020 12:00 PM;6,745.75;7,363.75;618.00;5,930.75
Jan 1, 2020 12:00 PM;Jan 1, 2020 1:00 PM;6,699.75;7,476.50;776.75;5,728.75
Jan 1, 2020 1:00 PM;Jan 1, 2020 2:00 PM;6,533.75;7,675.25;1,141.50;5,724.75
Jan 1, 2020 2:00 PM;Jan 1, 2020 3:00 PM;6,452.25;7,209.50;757.25;5,893.25
Jan 1, 2020 3:00 PM;Jan 1, 2020 4:00 PM;6,531.75;6,754.50;222.75;6,187.75
Jan 1, 2020 4:00 PM;Jan 1, 2020 5:00 PM;6,942.50;6,967.75;25.25;6,745.50
Jan 1, 2020 5:00 PM;Jan 1, 2020 6:00 PM;7,398.75;7,398.75;0.00;7,268.75
Jan 1, 2020 6:00 PM;Jan 1, 2020 7:00 PM;7,427.25;7,427.25;0.00;7,323.25
Jan 1, 2020 7:00 PM;Jan 1, 2020 8:00 PM;7,259.25;7,259.25;0.00;7,145.25
Jan 1, 2020 8:00 PM;Jan 1, 2020 9:00 PM;6,900.75;6,900.75;0.00;6,791.75
Jan 1, 2020 9:00 PM;Jan 1, 2020 10:00 PM;6,538.75;6,538.75;0.00;6,472.75
Jan 1, 2020 10:00 PM;Jan 1, 2020 11:00 PM;6,472.00;6,472.00;0.00;6,406.00
Jan 1, 2020 11:00 PM;Jan 2, 2020 12:00 AM;6,096.50;6,187.25;90.75;6,034.50
Jan 2, 2020 12:00 AM;Jan 2, 2020 1:00 AM;5,808.75;5,993.50;184.75;5,783.75
Jan 2, 2020 1:00 AM;Jan 2, 2020 2:00 AM;5,573.00;6,373.75;800.75;5,568.00
Jan 2, 2020 2:00 AM;Jan 2, 2020 3:00 AM;5,480.75;6,791.25;1,310.50;5,476.75
Jan 2, 2020 3:00 AM;Jan 2, 2020 4:00 AM;5,405.00;6,839.00;1,434.00;5,401.00
Jan 2, 2020 4:00 AM;Jan 2, 2020 5:00 AM;5,569.25;6,654.75;1,085.50;5,565.25
Jan 2, 2020 5:00 AM;Jan 2, 2020 6:00 AM;6,104.75;6,639.75;535.00;6,100.75
Jan 2, 2020 6:00 AM;Jan 2, 2020 7:00 AM;6,904.50;6,915.25;10.75;6,897.50
Jan 2, 2020 7:00 AM;Jan 2, 2020 8:00 AM;7,659.75;7,659.75;0.00;7,653.75
Jan 2, 2020 8:00 AM;Jan 2, 2020 9:00 AM;8,040.00;8,040.00;0.00;8,026.00
Jan 2, 2020 9:00 AM;Jan 2, 2020 10:00 AM;8,235.25;8,235.25;0.00;8,183.25
Jan 2, 2020 10:00 AM;Jan 2, 2020 11:00 AM;8,182.00;8,182.00;0.00;8,083.00
Jan 2, 2020 11:00 AM;Jan 2, 2020 12:00 PM;8,126.50;8,126.50;0.00;7,984.50
Jan 2, 2020 12:00 PM;Jan 2, 2020 1:00 PM;7,945.00;7,945.00;0.00;7,789.00
Jan 2, 2020 1:00 PM;Jan 2, 2020 2:00 PM;7,757.00;7,757.00;0.00;7,599.00
Jan 2, 2020 2:00 PM;Jan 2, 2020 3:00 PM;7,721.00;7,721.00;0.00;7,556.00
Jan 2, 2020 3:00 PM;Jan 2, 2020 4:00 PM;7,822.00;7,822.00;0.00;7,547.00
Jan 2, 2020 4:00 PM;Jan 2, 2020 5:00 PM;8,176.50;8,176.50;0.00;7,802.50
Jan 2, 2020 5:00 PM;Jan 2, 2020 6:00 PM;8,641.50;8,641.50;0.00;7,825.50
Jan 2, 2020 6:00 PM;Jan 2, 2020 7:00 PM;8,537.50;8,537.50;0.00;7,527.50
Jan 2, 2020 7:00 PM;Jan 2, 2020 8:00 PM;8,144.25;8,144.25;0.00;7,330.25
Jan 2, 2020 8:00 PM;Jan 2, 2020 9:00 PM;7,643.50;7,643.50;0.00;7,022.50
Jan 2, 2020 9:00 PM;Jan 2, 2020 10:00 PM;7,120.75;7,120.75;0.00;6,591.75
Jan 2, 2020 10:00 PM;Jan 2, 2020 11:00 PM;6,996.00;7,001.50;5.50;6,517.00
Jan 2, 2020 11:00 PM;Jan 3, 2020 12:00 AM;6,555.75;7,095.00;539.25;6,024.75
Jan 3, 2020 12:00 AM;Jan 3, 2020 1:00 AM;6,282.00;7,196.75;914.75;5,849.00
Jan 3, 2020 1:00 AM;Jan 3, 2020 2:00 AM;6,028.50;7,156.50;1,128.00;5,662.50
Jan 3, 2020 2:00 AM;Jan 3, 2020 3:00 AM;5,894.25;7,151.50;1,257.25;5,612.25
Jan 3, 2020 3:00 AM;Jan 3, 2020 4:00 AM;5,782.00;7,084.50;1,302.50;5,544.00
Jan 3, 2020 4:00 AM;Jan 3, 2020 5:00 AM;5,879.00;7,186.25;1,307.25;5,674.00
Jan 3, 2020 5:00 AM;Jan 3, 2020 6:00 AM;6,400.25;6,731.25;331.00;6,243.25
Jan 3, 2020 6:00 AM;Jan 3, 2020 7:00 AM;7,115.25;7,115.25;0.00;7,018.25
Jan 3, 2020 7:00 AM;Jan 3, 2020 8:00 AM;7,842.50;7,842.50;0.00;7,736.50
Jan 3, 2020 8:00 AM;Jan 3, 2020 9:00 AM;8,294.00;8,294.00;0.00;8,207.00
Jan 3, 2020 9:00 AM;Jan 3, 2020 10:00 AM;8,529.25;8,529.25;0.00;8,437.25
Jan 3, 2020 10:00 AM;Jan 3, 2020 11:00 AM;8,603.00;8,603.00;0.00;8,496.00
Jan 3, 2020 11:00 AM;Jan 3, 2020 12:00 PM;8,589.50;8,589.50;0.00;8,442.50
Jan 3, 2020 12:00 PM;Jan 3, 2020 1:00 PM;8,466.00;8,466.00;0.00;8,298.00
Jan 3, 2020 1:00 PM;Jan 3, 2020 2:00 PM;8,323.50;8,323.50;0.00;8,173.50
Jan 3, 2020 2:00 PM;Jan 3, 2020 3:00 PM;8,224.75;8,224.75;0.00;8,098.75
Jan 3, 2020 3:00 PM;Jan 3, 2020 4:00 PM;8,206.50;8,206.50;0.00;8,133.50
Jan 3, 2020 4:00 PM;Jan 3, 2020 5:00 PM;8,476.75;8,476.75;0.00;8,451.75
Jan 3, 2020 5:00 PM;Jan 3, 2020 6:00 PM;8,750.00;8,750.00;0.00;8,704.00
Jan 3, 2020 6:00 PM;Jan 3, 2020 7:00 PM;8,603.25;8,603.25;0.00;8,540.25
Jan 3, 2020 7:00 PM;Jan 3, 2020 8:00 PM;8,178.50;8,178.50;0.00;8,119.50
Jan 3, 2020 8:00 PM;Jan 3, 2020 9:00 PM;7,655.75;7,655.75;0.00;7,577.75
Jan 3, 2020 9:00 PM;Jan 3, 2020 10:00 PM;7,172.50;7,172.50;0.00;7,077.50
Jan 3, 2020 10:00 PM;Jan 3, 2020 11:00 PM;7,036.50;7,036.50;0.00;6,900.50
Jan 3, 2020 11:00 PM;Jan 4, 2020 12:00 AM;6,590.75;6,989.25;398.50;6,415.75
Jan 4, 2020 12:00 AM;Jan 4, 2020 1:00 AM;6,258.50;7,584.25;1,325.75;6,063.50
Jan 4, 2020 1:00 AM;Jan 4, 2020 2:00 AM;5,953.00;7,097.25;1,144.25;5,641.00
Jan 4, 2020 2:00 AM;Jan 4, 2020 3:00 AM;5,792.75;7,178.00;1,385.25;5,214.75
Jan 4, 2020 3:00 AM;Jan 4, 2020 4:00 AM;5,600.75;6,855.75;1,255.00;4,977.75
Jan 4, 2020 4:00 AM;Jan 4, 2020 5:00 AM;5,626.75;6,821.00;1,194.25;4,977.75
Jan 4, 2020 5:00 AM;Jan 4, 2020 6:00 AM;5,875.75;6,867.25;991.50;5,201.75
Jan 4, 2020 6:00 AM;Jan 4, 2020 7:00 AM;6,247.50;7,181.25;933.75;5,531.50
Jan 4, 2020 7:00 AM;Jan 4, 2020 8:00 AM;6,821.25;7,808.75;987.50;5,988.25
Jan 4, 2020 8:00 AM;Jan 4, 2020 9:00 AM;7,375.00;8,171.50;796.50;6,354.00
Jan 4, 2020 9:00 AM;Jan 4, 2020 10:00 AM;7,768.25;7,798.25;30.00;6,547.25
Jan 4, 2020 10:00 AM;Jan 4, 2020 11:00 AM;7,932.50;7,932.50;0.00;6,721.50
Jan 4, 2020 11:00 AM;Jan 4, 2020 12:00 PM;8,099.00;8,099.00;0.00;7,095.00
Jan 4, 2020 12:00 PM;Jan 4, 2020 1:00 PM;8,053.25;8,053.25;0.00;7,091.25
Jan 4, 2020 1:00 PM;Jan 4, 2020 2:00 PM;7,956.00;8,251.50;295.50;6,512.00
Jan 4, 2020 2:00 PM;Jan 4, 2020 3:00 PM;7,821.25;8,376.00;554.75;6,169.25
Jan 4, 2020 3:00 PM;Jan 4, 2020 4:00 PM;7,815.00;8,260.75;445.75;6,045.00
Jan 4, 2020 4:00 PM;Jan 4, 2020 5:00 PM;7,994.00;8,734.25;740.25;5,876.00
Jan 4, 2020 5:00 PM;Jan 4, 2020 6:00 PM;8,159.25;8,403.75;244.50;5,700.25
Jan 4, 2020 6:00 PM;Jan 4, 2020 7:00 PM;7,986.75;8,080.25;93.50;5,161.75
Jan 4, 2020 7:00 PM;Jan 4, 2020 8:00 PM;7,617.75;7,865.50;247.75;4,668.75
Jan 4, 2020 8:00 PM;Jan 4, 2020 9:00 PM;7,293.25;7,414.75;121.50;4,324.25
Jan 4, 2020 9:00 PM;Jan 4, 2020 10:00 PM;6,882.25;7,217.00;334.75;3,931.25
Jan 4, 2020 10:00 PM;Jan 4, 2020 11:00 PM;6,814.25;7,326.50;512.25;3,871.25
Jan 4, 2020 11:00 PM;Jan 5, 2020 12:00 AM;6,398.50;6,601.50;203.00;3,470.50
Jan 5, 2020 12:00 AM;Jan 5, 2020 1:00 AM;6,041.00;6,320.25;279.25;3,200.00
Jan 5, 2020 1:00 AM;Jan 5, 2020 2:00 AM;5,796.00;6,560.25;764.25;2,976.00
Jan 5, 2020 2:00 AM;Jan 5, 2020 3:00 AM;5,684.25;6,765.00;1,080.75;2,775.25
Jan 5, 2020 3:00 AM;Jan 5, 2020 4:00 AM;5,517.00;6,793.25;1,276.25;2,581.00
Jan 5, 2020 4:00 AM;Jan 5, 2020 5:00 AM;5,511.50;6,710.00;1,198.50;2,573.50
Jan 5, 2020 5:00 AM;Jan 5, 2020 6:00 AM;5,650.75;6,911.75;1,261.00;2,718.75
Jan 5, 2020 6:00 AM;Jan 5, 2020 7:00 AM;5,930.00;7,163.50;1,233.50;3,028.00
Jan 5, 2020 7:00 AM;Jan 5, 2020 8:00 AM;6,363.00;7,593.25;1,230.25;3,467.00
Jan 5, 2020 8:00 AM;Jan 5, 2020 9:00 AM;6,718.25;7,581.00;862.75;3,879.25
Jan 5, 2020 9:00 AM;Jan 5, 2020 10:00 AM;7,028.25;7,371.25;343.00;4,259.25
Jan 5, 2020 10:00 AM;Jan 5, 2020 11:00 AM;7,237.00;7,299.50;62.50;4,422.00
Jan 5, 2020 11:00 AM;Jan 5, 2020 12:00 PM;7,339.75;7,431.75;92.00;4,446.75
Jan 5, 2020 12:00 PM;Jan 5, 2020 1:00 PM;7,126.50;7,417.50;291.00;4,240.50
Jan 5, 2020 1:00 PM;Jan 5, 2020 2:00 PM;6,921.75;7,064.50;142.75;4,096.75
Jan 5, 2020 2:00 PM;Jan 5, 2020 3:00 PM;6,826.00;7,324.75;498.75;4,310.00
Jan 5, 2020 3:00 PM;Jan 5, 2020 4:00 PM;6,881.00;6,891.25;10.25;4,860.00
Jan 5, 2020 4:00 PM;Jan 5, 2020 5:00 PM;7,240.25;7,240.25;0.00;5,453.25
Jan 5, 2020 5:00 PM;Jan 5, 2020 6:00 PM;7,677.50;7,677.50;0.00;5,829.50
Jan 5, 2020 6:00 PM;Jan 5, 2020 7:00 PM;7,715.75;7,715.75;0.00;6,011.75
Jan 5, 2020 7:00 PM;Jan 5, 2020 8:00 PM;7,510.75;7,510.75;0.00;6,227.75
Jan 5, 2020 8:00 PM;Jan 5, 2020 9:00 PM;7,251.50;7,251.50;0.00;6,301.50
Jan 5, 2020 9:00 PM;Jan 5, 2020 10:00 PM;6,934.75;6,934.75;0.00;6,116.75
Jan 5, 2020 10:00 PM;Jan 5, 2020 11:00 PM;6,952.00;6,952.00;0.00;6,055.00
Jan 5, 2020 11:00 PM;Jan 6, 2020 12:00 AM;6,578.25;7,073.25;495.00;5,570.25
Jan 6, 2020 12:00 AM;Jan 6, 2020 1:00 AM;6,345.50;7,584.50;1,239.00;5,500.50
Jan 6, 2020 1:00 AM;Jan 6, 2020 2:00 AM;6,073.00;7,325.25;1,252.25;5,525.00
Jan 6, 2020 2:00 AM;Jan 6, 2020 3:00 AM;5,955.25;7,174.50;1,219.25;5,590.25
Jan 6, 2020 3:00 AM;Jan 6, 2020 4:00 AM;5,801.50;7,329.00;1,527.50;5,556.50
Jan 6, 2020 4:00 AM;Jan 6, 2020 5:00 AM;5,860.75;7,460.25;1,599.50;5,736.75
Jan 6, 2020 5:00 AM;Jan 6, 2020 6:00 AM;6,072.75;7,340.50;1,267.75;6,047.75
Jan 6, 2020 6:00 AM;Jan 6, 2020 7:00 AM;6,304.00;6,568.25;264.25;6,300.00
Jan 6, 2020 7:00 AM;Jan 6, 2020 8:00 AM;6,615.00;6,615.00;0.00;6,611.00
Jan 6, 2020 8:00 AM;Jan 6, 2020 9:00 AM;6,937.75;6,937.75;0.00;6,920.75
Jan 6, 2020 9:00 AM;Jan 6, 2020 10:00 AM;7,179.50;7,179.50;0.00;7,129.50
Jan 6, 2020 10:00 AM;Jan 6, 2020 11:00 AM;7,244.50;7,244.50;0.00;7,167.50
Jan 6, 2020 11:00 AM;Jan 6, 2020 12:00 PM;7,284.50;7,293.00;8.50;7,171.50
Jan 6, 2020 12:00 PM;Jan 6, 2020 1:00 PM;7,058.50;7,134.25;75.75;6,878.50
Jan 6, 2020 1:00 PM;Jan 6, 2020 2:00 PM;6,836.50;6,836.50;0.00;6,632.50
Jan 6, 2020 2:00 PM;Jan 6, 2020 3:00 PM;6,699.00;6,699.00;0.00;6,521.00
Jan 6, 2020 3:00 PM;Jan 6, 2020 4:00 PM;6,823.00;6,823.00;0.00;6,652.00
Jan 6, 2020 4:00 PM;Jan 6, 2020 5:00 PM;7,211.25;7,211.25;0.00;6,929.25
Jan 6, 2020 5:00 PM;Jan 6, 2020 6:00 PM;7,779.00;7,779.00;0.00;7,311.00
Jan 6, 2020 6:00 PM;Jan 6, 2020 7:00 PM;7,823.25;7,823.25;0.00;7,274.25
Jan 6, 2020 7:00 PM;Jan 6, 2020 8:00 PM;7,566.00;7,566.00;0.00;7,018.00
Jan 6, 2020 8:00 PM;Jan 6, 2020 9:00 PM;7,285.50;7,285.50;0.00;6,735.50
Jan 6, 2020 9:00 PM;Jan 6, 2020 10:00 PM;6,934.00;6,946.50;12.50;6,456.00
Jan 6, 2020 10:00 PM;Jan 6, 2020 11:00 PM;6,952.75;7,035.25;82.50;6,585.75
Jan 6, 2020 11:00 PM;Jan 7, 2020 12:00 AM;6,585.50;7,097.50;512.00;6,143.50
Jan 7, 2020 12:00 AM;Jan 7, 2020 1:00 AM;6,356.50;7,333.00;976.50;5,822.50
Jan 7, 2020 1:00 AM;Jan 7, 2020 2:00 AM;6,164.50;7,238.75;1,074.25;5,542.50
Jan 7, 2020 2:00 AM;Jan 7, 2020 3:00 AM;6,058.50;7,238.50;1,180.00;5,495.50
Jan 7, 2020 3:00 AM;Jan 7, 2020 4:00 AM;5,989.25;7,202.00;1,212.75;5,517.25
Jan 7, 2020 4:00 AM;Jan 7, 2020 5:00 AM;6,188.50;7,306.50;1,118.00;5,795.50
Jan 7, 2020 5:00 AM;Jan 7, 2020 6:00 AM;6,976.75;7,466.00;489.25;6,593.75
Jan 7, 2020 6:00 AM;Jan 7, 2020 7:00 AM;8,210.00;8,359.50;149.50;7,920.00
Jan 7, 2020 7:00 AM;Jan 7, 2020 8:00 AM;9,189.75;9,189.75;0.00;8,936.75
Jan 7, 2020 8:00 AM;Jan 7, 2020 9:00 AM;9,518.75;9,518.75;0.00;9,303.75
Jan 7, 2020 9:00 AM;Jan 7, 2020 10:00 AM;9,540.50;9,540.50;0.00;9,362.50
Jan 7, 2020 10:00 AM;Jan 7, 2020 11:00 AM;9,534.25;9,534.25;0.00;9,317.25
Jan 7, 2020 11:00 AM;Jan 7, 2020 12:00 PM;9,573.75;9,573.75;0.00;9,345.75
Jan 7, 2020 12:00 PM;Jan 7, 2020 1:00 PM;9,556.75;9,556.75;0.00;9,309.75
Jan 7, 2020 1:00 PM;Jan 7, 2020 2:00 PM;9,451.50;9,451.50;0.00;9,224.50
Jan 7, 2020 2:00 PM;Jan 7, 2020 3:00 PM;9,386.75;9,386.75;0.00;9,131.75
Jan 7, 2020 3:00 PM;Jan 7, 2020 4:00 PM;9,388.25;9,388.25;0.00;9,030.25
Jan 7, 2020 4:00 PM;Jan 7, 2020 5:00 PM;9,540.00;9,540.00;0.00;8,922.00
Jan 7, 2020 5:00 PM;Jan 7, 2020 6:00 PM;9,760.25;9,760.25;0.00;8,819.25
Jan 7, 2020 6:00 PM;Jan 7, 2020 7:00 PM;9,558.50;9,558.50;0.00;8,467.50
Jan 7, 2020 7:00 PM;Jan 7, 2020 8:00 PM;9,089.50;9,089.50;0.00;7,893.50
Jan 7, 2020 8:00 PM;Jan 7, 2020 9:00 PM;8,561.25;8,861.25;300.00;7,615.25
Jan 7, 2020 9:00 PM;Jan 7, 2020 10:00 PM;8,007.00;8,454.50;447.50;7,251.00
Jan 7, 2020 10:00 PM;Jan 7, 2020 11:00 PM;7,792.50;8,165.25;372.75;7,141.50
Jan 7, 2020 11:00 PM;Jan 8, 2020 12:00 AM;7,327.50;7,691.25;363.75;6,656.50
Jan 8, 2020 12:00 AM;Jan 8, 2020 1:00 AM;7,013.50;7,316.50;303.00;6,430.50
Jan 8, 2020 1:00 AM;Jan 8, 2020 2:00 AM;6,813.00;7,398.00;585.00;6,439.00
Jan 8, 2020 2:00 AM;Jan 8, 2020 3:00 AM;6,674.75;7,240.75;566.00;6,429.75
Jan 8, 2020 3:00 AM;Jan 8, 2020 4:00 AM;6,589.50;6,838.75;249.25;6,444.50
Jan 8, 2020 4:00 AM;Jan 8, 2020 5:00 AM;6,757.25;7,221.50;464.25;6,704.25
Jan 8, 2020 5:00 AM;Jan 8, 2020 6:00 AM;7,477.50;7,555.75;78.25;7,464.50
Jan 8, 2020 6:00 AM;Jan 8, 2020 7:00 AM;8,610.75;8,610.75;0.00;8,598.75
Jan 8, 2020 7:00 AM;Jan 8, 2020 8:00 AM;9,578.25;9,578.25;0.00;9,550.25
Jan 8, 2020 8:00 AM;Jan 8, 2020 9:00 AM;9,819.75;9,819.75;0.00;9,697.75
Jan 8, 2020 9:00 AM;Jan 8, 2020 10:00 AM;9,735.50;9,735.50;0.00;9,431.50
Jan 8, 2020 10:00 AM;Jan 8, 2020 11:00 AM;9,633.75;9,633.75;0.00;9,329.75
Jan 8, 2020 11:00 AM;Jan 8, 2020 12:00 PM;9,489.00;9,489.00;0.00;9,233.00
Jan 8, 2020 12:00 PM;Jan 8, 2020 1:00 PM;9,272.75;9,272.75;0.00;8,983.75
Jan 8, 2020 1:00 PM;Jan 8, 2020 2:00 PM;9,215.00;9,215.00;0.00;8,865.00
Jan 8, 2020 2:00 PM;Jan 8, 2020 3:00 PM;9,213.00;9,213.00;0.00;8,809.00
Jan 8, 2020 3:00 PM;Jan 8, 2020 4:00 PM;9,250.75;9,250.75;0.00;8,834.75
Jan 8, 2020 4:00 PM;Jan 8, 2020 5:00 PM;9,461.00;9,461.00;0.00;8,876.00
Jan 8, 2020 5:00 PM;Jan 8, 2020 6:00 PM;9,655.75;9,655.75;0.00;9,017.75
Jan 8, 2020 6:00 PM;Jan 8, 2020 7:00 PM;9,520.50;9,520.50;0.00;8,954.50
Jan 8, 2020 7:00 PM;Jan 8, 2020 8:00 PM;9,073.50;9,073.50;0.00;8,610.50
Jan 8, 2020 8:00 PM;Jan 8, 2020 9:00 PM;8,441.25;8,441.25;0.00;8,091.25
Jan 8, 2020 9:00 PM;Jan 8, 2020 10:00 PM;7,887.00;7,887.00;0.00;7,621.00
Jan 8, 2020 10:00 PM;Jan 8, 2020 11:00 PM;7,612.50;7,612.50;0.00;7,400.50
Jan 8, 2020 11:00 PM;Jan 9, 2020 12:00 AM;7,108.00;7,147.50;39.50;6,933.00
Jan 9, 2020 12:00 AM;Jan 9, 2020 1:00 AM;6,773.50;7,038.00;264.50;6,581.50
Jan 9, 2020 1:00 AM;Jan 9, 2020 2:00 AM;6,497.50;6,995.25;497.75;6,263.50
Jan 9, 2020 2:00 AM;Jan 9, 2020 3:00 AM;6,343.50;6,905.50;562.00;6,176.50
Jan 9, 2020 3:00 AM;Jan 9, 2020 4:00 AM;6,255.25;6,968.00;712.75;6,033.25
Jan 9, 2020 4:00 AM;Jan 9, 2020 5:00 AM;6,453.00;7,447.00;994.00;6,204.00
Jan 9, 2020 5:00 AM;Jan 9, 2020 6:00 AM;7,182.25;7,371.25;189.00;6,946.25
Jan 9, 2020 6:00 AM;Jan 9, 2020 7:00 AM;8,345.00;8,345.00;0.00;8,016.00
Jan 9, 2020 7:00 AM;Jan 9, 2020 8:00 AM;9,321.50;9,321.50;0.00;9,017.50
Jan 9, 2020 8:00 AM;Jan 9, 2020 9:00 AM;9,618.50;9,618.50;0.00;9,368.50
Jan 9, 2020 9:00 AM;Jan 9, 2020 10:00 AM;9,652.50;9,652.50;0.00;9,391.50
Jan 9, 2020 10:00 AM;Jan 9, 2020 11:00 AM;9,654.25;9,654.25;0.00;9,342.25
Jan 9, 2020 11:00 AM;Jan 9, 2020 12:00 PM;9,547.25;9,547.25;0.00;9,169.25
Jan 9, 2020 12:00 PM;Jan 9, 2020 1:00 PM;9,330.25;9,330.25;0.00;8,899.25
Jan 9, 2020 1:00 PM;Jan 9, 2020 2:00 PM;9,217.00;9,217.00;0.00;8,739.00
Jan 9, 2020 2:00 PM;Jan 9, 2020 3:00 PM;9,146.00;9,146.00;0.00;8,578.00
Jan 9, 2020 3:00 PM;Jan 9, 2020 4:00 PM;9,113.00;9,113.00;0.00;8,524.00
Jan 9, 2020 4:00 PM;Jan 9, 2020 5:00 PM;9,345.00;9,345.00;0.00;8,671.00
Jan 9, 2020 5:00 PM;Jan 9, 2020 6:00 PM;9,692.25;9,692.25;0.00;8,818.25
Jan 9, 2020 6:00 PM;Jan 9, 2020 7:00 PM;9,559.75;9,559.75;0.00;8,598.75
Jan 9, 2020 7:00 PM;Jan 9, 2020 8:00 PM;9,154.75;9,154.75;0.00;8,272.75
Jan 9, 2020 8:00 PM;Jan 9, 2020 9:00 PM;8,621.25;8,621.25;0.00;7,778.25
Jan 9, 2020 9:00 PM;Jan 9, 2020 10:00 PM;8,009.00;8,226.50;217.50;7,218.00
Jan 9, 2020 10:00 PM;Jan 9, 2020 11:00 PM;7,735.25;7,814.00;78.75;7,030.25
Jan 9, 2020 11:00 PM;Jan 10, 2020 12:00 AM;7,187.00;7,441.75;254.75;6,439.00
Jan 10, 2020 12:00 AM;Jan 10, 2020 1:00 AM;6,922.00;7,402.00;480.00;6,147.00
Jan 10, 2020 1:00 AM;Jan 10, 2020 2:00 AM;6,607.75;7,222.25;614.50;5,901.75
Jan 10, 2020 2:00 AM;Jan 10, 2020 3:00 AM;6,485.50;7,231.75;746.25;5,754.50
Jan 10, 2020 3:00 AM;Jan 10, 2020 4:00 AM;6,400.50;7,689.00;1,288.50;5,787.50
Jan 10, 2020 4:00 AM;Jan 10, 2020 5:00 AM;6,562.75;7,391.00;828.25;6,003.75
Jan 10, 2020 5:00 AM;Jan 10, 2020 6:00 AM;7,242.00;7,534.00;292.00;6,666.00
Jan 10, 2020 6:00 AM;Jan 10, 2020 7:00 AM;8,403.25;8,403.25;0.00;8,003.25
Jan 10, 2020 7:00 AM;Jan 10, 2020 8:00 AM;9,377.50;9,377.50;0.00;9,191.50
Jan 10, 2020 8:00 AM;Jan 10, 2020 9:00 AM;9,807.75;9,807.75;0.00;9,650.75
Jan 10, 2020 9:00 AM;Jan 10, 2020 10:00 AM;9,794.00;9,794.00;0.00;9,655.00
Jan 10, 2020 10:00 AM;Jan 10, 2020 11:00 AM;9,719.50;9,719.50;0.00;9,571.50
Jan 10, 2020 11:00 AM;Jan 10, 2020 12:00 PM;9,624.75;9,624.75;0.00;9,444.75
Jan 10, 2020 12:00 PM;Jan 10, 2020 1:00 PM;9,310.25;9,310.25;0.00;9,120.25
Jan 10, 2020 1:00 PM;Jan 10, 2020 2:00 PM;9,064.50;9,064.50;0.00;8,905.50
Jan 10, 2020 2:00 PM;Jan 10, 2020 3:00 PM;8,949.00;8,949.00;0.00;8,834.00
Jan 10, 2020 3:00 PM;Jan 10, 2020 4:00 PM;8,994.25;8,994.25;0.00;8,922.25
Jan 10, 2020 4:00 PM;Jan 10, 2020 5:00 PM;9,213.50;9,213.50;0.00;9,163.50
Jan 10, 2020 5:00 PM;Jan 10, 2020 6:00 PM;9,538.00;9,538.00;0.00;9,498.00
Jan 10, 2020 6:00 PM;Jan 10, 2020 7:00 PM;9,329.50;9,329.50;0.00;9,266.50
Jan 10, 2020 7:00 PM;Jan 10, 2020 8:00 PM;8,878.75;8,878.75;0.00;8,803.75
Jan 10, 2020 8:00 PM;Jan 10, 2020 9:00 PM;8,275.25;8,275.25;0.00;8,187.25
Jan 10, 2020 9:00 PM;Jan 10, 2020 10:00 PM;7,703.25;7,703.25;0.00;7,599.25
Jan 10, 2020 10:00 PM;Jan 10, 2020 11:00 PM;7,453.50;7,453.50;0.00;7,334.50
Jan 10, 2020 11:00 PM;Jan 11, 2020 12:00 AM;6,936.75;7,064.75;128.00;6,704.75
Jan 11, 2020 12:00 AM;Jan 11, 2020 1:00 AM;6,706.50;7,313.50;607.00;6,331.50
Jan 11, 2020 1:00 AM;Jan 11, 2020 2:00 AM;6,398.75;7,434.00;1,035.25;5,894.75
Jan 11, 2020 2:00 AM;Jan 11, 2020 3:00 AM;6,252.50;7,557.75;1,305.25;5,368.50
Jan 11, 2020 3:00 AM;Jan 11, 2020 4:00 AM;6,058.25;7,494.50;1,436.25;4,721.25
Jan 11, 2020 4:00 AM;Jan 11, 2020 5:00 AM;6,081.75;7,718.75;1,637.00;4,668.75
Jan 11, 2020 5:00 AM;Jan 11, 2020 6:00 AM;6,387.75;8,105.00;1,717.25;4,733.75
Jan 11, 2020 6:00 AM;Jan 11, 2020 7:00 AM;6,754.50;8,063.50;1,309.00;5,060.50
