Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Dec 11, 2021 6:00 PM;Dec 11, 2021 7:00 PM;8,378.75;8,378.75;0.00;7,538.75
Dec 11, 2021 7:00 PM;Dec 11, 2021 8:00 PM;7,974.50;7,974.50;0.00;7,020.50
Dec 11, 2021 8:00 PM;Dec 11, 2021 9:00 PM;7,587.50;7,587.50;0.00;6,231.50
Dec 11, 2021 9:00 PM;Dec 11, 2021 10:00 PM;7,252.25;8,221.00;968.75;5,211.25
Dec 11, 2021 10:00 PM;Dec 11, 2021 11:00 PM;7,350.00;8,835.25;1,485.25;4,979.00
Dec 11, 2021 11:00 PM;Dec 12, 2021 12:00 AM;6,962.25;8,670.50;1,708.25;4,423.25
Dec 12, 2021 12:00 AM;Dec 12, 2021 1:00 AM;6,715.50;8,514.25;1,798.75;4,112.50
Dec 12, 2021 1:00 AM;Dec 12, 2021 2:00 AM;6,395.25;8,142.50;1,747.25;3,971.25
Dec 12, 2021 2:00 AM;Dec 12, 2021 3:00 AM;6,273.50;8,031.25;1,757.75;3,872.50
Dec 12, 2021 3:00 AM;Dec 12, 2021 4:00 AM;6,170.75;8,011.75;1,841.00;3,717.75
Dec 12, 2021 4:00 AM;Dec 12, 2021 5:00 AM;6,181.25;8,052.75;1,871.50;3,711.25
Dec 12, 2021 5:00 AM;Dec 12, 2021 6:00 AM;6,334.75;8,115.75;1,781.00;3,833.75
Dec 12, 2021 6:00 AM;Dec 12, 2021 7:00 AM;6,495.50;8,107.75;1,612.25;3,953.50
Dec 12, 2021 7:00 AM;Dec 12, 2021 8:00 AM;6,878.25;8,471.75;1,593.50;4,393.25
Dec 12, 2021 8:00 AM;Dec 12, 2021 9:00 AM;7,301.00;8,879.25;1,578.25;4,796.00
Dec 12, 2021 9:00 AM;Dec 12, 2021 10:00 AM;7,764.50;9,361.75;1,597.25;5,079.50
Dec 12, 2021 10:00 AM;Dec 12, 2021 11:00 AM;8,089.00;9,606.25;1,517.25;5,185.00
Dec 12, 2021 11:00 AM;Dec 12, 2021 12:00 PM;8,156.00;9,155.25;999.25;5,233.00
Dec 12, 2021 12:00 PM;Dec 12, 2021 1:00 PM;7,865.50;8,113.75;248.25;5,019.50
Dec 12, 2021 1:00 PM;Dec 12, 2021 2:00 PM;7,569.25;8,287.50;718.25;4,836.25
Dec 12, 2021 2:00 PM;Dec 12, 2021 3:00 PM;7,377.00;8,123.50;746.50;4,787.00
Dec 12, 2021 3:00 PM;Dec 12, 2021 4:00 PM;7,373.25;7,618.50;245.25;4,844.25
Dec 12, 2021 4:00 PM;Dec 12, 2021 5:00 PM;7,715.50;7,715.50;0.00;5,298.50
Dec 12, 2021 5:00 PM;Dec 12, 2021 6:00 PM;7,972.25;7,972.25;0.00;5,771.25
Dec 12, 2021 6:00 PM;Dec 12, 2021 7:00 PM;7,938.50;7,938.50;0.00;6,075.50
Dec 12, 2021 7:00 PM;Dec 12, 2021 8:00 PM;7,720.00;7,720.00;0.00;6,066.00
Dec 12, 2021 8:00 PM;Dec 12, 2021 9:00 PM;7,425.75;7,425.75;0.00;5,960.75
Dec 12, 2021 9:00 PM;Dec 12, 2021 10:00 PM;7,110.00;7,110.00;0.00;6,029.00
Dec 12, 2021 10:00 PM;Dec 12, 2021 11:00 PM;7,215.75;7,215.75;0.00;6,434.75
Dec 12, 2021 11:00 PM;Dec 13, 2021 12:00 AM;6,865.25;7,979.75;1,114.50;6,178.25
Dec 13, 2021 12:00 AM;Dec 13, 2021 1:00 AM;6,650.75;8,134.50;1,483.75;5,942.75
Dec 13, 2021 1:00 AM;Dec 13, 2021 2:00 AM;6,410.50;8,098.75;1,688.25;5,689.50
Dec 13, 2021 2:00 AM;Dec 13, 2021 3:00 AM;6,348.00;8,132.25;1,784.25;5,569.00
Dec 13, 2021 3:00 AM;Dec 13, 2021 4:00 AM;6,344.25;8,127.25;1,783.00;5,614.25
Dec 13, 2021 4:00 AM;Dec 13, 2021 5:00 AM;6,577.75;8,238.00;1,660.25;5,907.75
Dec 13, 2021 5:00 AM;Dec 13, 2021 6:00 AM;7,357.50;8,592.50;1,235.00;6,575.50
Dec 13, 2021 6:00 AM;Dec 13, 2021 7:00 AM;8,449.25;8,449.25;0.00;7,490.25
Dec 13, 2021 7:00 AM;Dec 13, 2021 8:00 AM;9,432.50;9,432.50;0.00;8,225.50
Dec 13, 2021 8:00 AM;Dec 13, 2021 9:00 AM;9,821.25;9,821.25;0.00;8,429.25
Dec 13, 2021 9:00 AM;Dec 13, 2021 10:00 AM;9,918.00;9,918.00;0.00;8,498.00
Dec 13, 2021 10:00 AM;Dec 13, 2021 11:00 AM;9,925.50;9,925.50;0.00;8,603.50
Dec 13, 2021 11:00 AM;Dec 13, 2021 12:00 PM;9,973.25;9,973.25;0.00;8,799.25
Dec 13, 2021 12:00 PM;Dec 13, 2021 1:00 PM;9,873.75;9,873.75;0.00;8,609.75
Dec 13, 2021 1:00 PM;Dec 13, 2021 2:00 PM;9,784.25;9,784.25;0.00;8,566.25
Dec 13, 2021 2:00 PM;Dec 13, 2021 3:00 PM;9,639.25;9,639.25;0.00;8,469.25
Dec 13, 2021 3:00 PM;Dec 13, 2021 4:00 PM;9,619.50;9,619.50;0.00;8,425.50
Dec 13, 2021 4:00 PM;Dec 13, 2021 5:00 PM;9,795.50;9,795.50;0.00;8,427.50
Dec 13, 2021 5:00 PM;Dec 13, 2021 6:00 PM;9,795.75;9,795.75;0.00;8,357.75
Dec 13, 2021 6:00 PM;Dec 13, 2021 7:00 PM;9,585.25;9,585.25;0.00;8,154.25
Dec 13, 2021 7:00 PM;Dec 13, 2021 8:00 PM;9,132.75;9,132.75;0.00;7,932.75
Dec 13, 2021 8:00 PM;Dec 13, 2021 9:00 PM;8,580.75;8,580.75;0.00;7,602.75
Dec 13, 2021 9:00 PM;Dec 13, 2021 10:00 PM;7,956.50;7,956.50;0.00;7,031.50
Dec 13, 2021 10:00 PM;Dec 13, 2021 11:00 PM;7,718.25;7,787.75;69.50;6,775.25
Dec 13, 2021 11:00 PM;Dec 14, 2021 12:00 AM;7,220.75;7,757.75;537.00;6,387.75
Dec 14, 2021 12:00 AM;Dec 14, 2021 1:00 AM;6,941.25;7,946.25;1,005.00;6,272.25
Dec 14, 2021 1:00 AM;Dec 14, 2021 2:00 AM;6,669.50;8,354.00;1,684.50;6,176.50
Dec 14, 2021 2:00 AM;Dec 14, 2021 3:00 AM;6,557.50;8,264.50;1,707.00;6,185.50
Dec 14, 2021 3:00 AM;Dec 14, 2021 4:00 AM;6,490.25;8,209.00;1,718.75;6,157.25
Dec 14, 2021 4:00 AM;Dec 14, 2021 5:00 AM;6,668.50;7,878.75;1,210.25;6,346.50
Dec 14, 2021 5:00 AM;Dec 14, 2021 6:00 AM;7,326.25;7,855.00;528.75;7,043.25
Dec 14, 2021 6:00 AM;Dec 14, 2021 7:00 AM;8,455.50;8,455.50;0.00;8,180.50
Dec 14, 2021 7:00 AM;Dec 14, 2021 8:00 AM;9,387.00;9,387.00;0.00;9,171.00
Dec 14, 2021 8:00 AM;Dec 14, 2021 9:00 AM;9,806.75;9,806.75;0.00;9,586.75
Dec 14, 2021 9:00 AM;Dec 14, 2021 10:00 AM;9,794.75;9,794.75;0.00;9,470.75
Dec 14, 2021 10:00 AM;Dec 14, 2021 11:00 AM;9,808.00;9,808.00;0.00;9,434.00
Dec 14, 2021 11:00 AM;Dec 14, 2021 12:00 PM;9,850.00;9,850.00;0.00;9,501.00
Dec 14, 2021 12:00 PM;Dec 14, 2021 1:00 PM;9,682.75;9,682.75;0.00;9,353.75
Dec 14, 2021 1:00 PM;Dec 14, 2021 2:00 PM;9,628.50;9,628.50;0.00;9,354.50
Dec 14, 2021 2:00 PM;Dec 14, 2021 3:00 PM;9,524.00;9,524.00;0.00;9,283.00
Dec 14, 2021 3:00 PM;Dec 14, 2021 4:00 PM;9,524.00;9,524.00;0.00;9,369.00
Dec 14, 2021 4:00 PM;Dec 14, 2021 5:00 PM;9,723.75;9,723.75;0.00;9,598.75
Dec 14, 2021 5:00 PM;Dec 14, 2021 6:00 PM;9,795.00;9,795.00;0.00;9,581.00
Dec 14, 2021 6:00 PM;Dec 14, 2021 7:00 PM;9,609.00;9,609.00;0.00;9,371.00
Dec 14, 2021 7:00 PM;Dec 14, 2021 8:00 PM;9,170.75;9,170.75;0.00;8,913.75
Dec 14, 2021 8:00 PM;Dec 14, 2021 9:00 PM;8,639.25;8,639.25;0.00;8,295.25
Dec 14, 2021 9:00 PM;Dec 14, 2021 10:00 PM;7,996.75;7,996.75;0.00;7,521.75
Dec 14, 2021 10:00 PM;Dec 14, 2021 11:00 PM;7,856.25;7,856.25;0.00;7,373.25
Dec 14, 2021 11:00 PM;Dec 15, 2021 12:00 AM;7,267.25;7,328.50;61.25;6,755.25
Dec 15, 2021 12:00 AM;Dec 15, 2021 1:00 AM;6,944.00;8,258.00;1,314.00;6,492.00
Dec 15, 2021 1:00 AM;Dec 15, 2021 2:00 AM;6,623.25;8,111.00;1,487.75;6,070.25
Dec 15, 2021 2:00 AM;Dec 15, 2021 3:00 AM;6,559.25;8,360.75;1,801.50;5,963.25
Dec 15, 2021 3:00 AM;Dec 15, 2021 4:00 AM;6,493.00;8,229.50;1,736.50;5,904.00
Dec 15, 2021 4:00 AM;Dec 15, 2021 5:00 AM;6,672.00;8,336.00;1,664.00;6,023.00
Dec 15, 2021 5:00 AM;Dec 15, 2021 6:00 AM;7,385.75;8,771.50;1,385.75;6,612.75
Dec 15, 2021 6:00 AM;Dec 15, 2021 7:00 AM;8,485.25;8,562.25;77.00;7,697.25
Dec 15, 2021 7:00 AM;Dec 15, 2021 8:00 AM;9,382.25;9,382.25;0.00;8,623.25
Dec 15, 2021 8:00 AM;Dec 15, 2021 9:00 AM;9,772.25;9,772.25;0.00;8,832.25
Dec 15, 2021 9:00 AM;Dec 15, 2021 10:00 AM;9,795.00;9,795.00;0.00;8,977.00
Dec 15, 2021 10:00 AM;Dec 15, 2021 11:00 AM;9,826.75;9,826.75;0.00;9,068.75
Dec 15, 2021 11:00 AM;Dec 15, 2021 12:00 PM;9,865.75;9,865.75;0.00;9,061.75
Dec 15, 2021 12:00 PM;Dec 15, 2021 1:00 PM;9,661.75;9,661.75;0.00;8,961.75
Dec 15, 2021 1:00 PM;Dec 15, 2021 2:00 PM;9,567.50;9,567.50;0.00;9,001.50
Dec 15, 2021 2:00 PM;Dec 15, 2021 3:00 PM;9,476.75;9,476.75;0.00;9,020.75
Dec 15, 2021 3:00 PM;Dec 15, 2021 4:00 PM;9,544.50;9,544.50;0.00;9,169.50
Dec 15, 2021 4:00 PM;Dec 15, 2021 5:00 PM;9,765.25;9,765.25;0.00;9,437.25
Dec 15, 2021 5:00 PM;Dec 15, 2021 6:00 PM;9,788.00;9,788.00;0.00;9,425.00
Dec 15, 2021 6:00 PM;Dec 15, 2021 7:00 PM;9,636.25;9,636.25;0.00;9,185.25
Dec 15, 2021 7:00 PM;Dec 15, 2021 8:00 PM;9,171.00;9,171.00;0.00;8,601.00
Dec 15, 2021 8:00 PM;Dec 15, 2021 9:00 PM;8,623.00;8,626.25;3.25;7,959.00
Dec 15, 2021 9:00 PM;Dec 15, 2021 10:00 PM;8,063.00;8,261.50;198.50;7,225.00
Dec 15, 2021 10:00 PM;Dec 15, 2021 11:00 PM;7,893.25;8,045.75;152.50;7,056.25
Dec 15, 2021 11:00 PM;Dec 16, 2021 12:00 AM;7,401.25;8,174.75;773.50;6,542.25
Dec 16, 2021 12:00 AM;Dec 16, 2021 1:00 AM;7,058.50;8,303.75;1,245.25;6,110.50
Dec 16, 2021 1:00 AM;Dec 16, 2021 2:00 AM;6,797.25;8,206.25;1,409.00;5,898.25
Dec 16, 2021 2:00 AM;Dec 16, 2021 3:00 AM;6,664.50;8,342.75;1,678.25;5,777.50
Dec 16, 2021 3:00 AM;Dec 16, 2021 4:00 AM;6,623.50;8,361.00;1,737.50;5,574.50
Dec 16, 2021 4:00 AM;Dec 16, 2021 5:00 AM;6,769.50;8,090.00;1,320.50;5,709.50
Dec 16, 2021 5:00 AM;Dec 16, 2021 6:00 AM;7,446.50;8,591.75;1,145.25;6,280.50
Dec 16, 2021 6:00 AM;Dec 16, 2021 7:00 AM;8,543.50;8,589.00;45.50;7,216.50
Dec 16, 2021 7:00 AM;Dec 16, 2021 8:00 AM;9,483.50;9,483.50;0.00;7,815.50
Dec 16, 2021 8:00 AM;Dec 16, 2021 9:00 AM;9,891.75;9,891.75;0.00;8,090.75
Dec 16, 2021 9:00 AM;Dec 16, 2021 10:00 AM;9,924.75;9,924.75;0.00;8,212.75
Dec 16, 2021 10:00 AM;Dec 16, 2021 11:00 AM;9,957.25;9,957.25;0.00;8,137.25
Dec 16, 2021 11:00 AM;Dec 16, 2021 12:00 PM;9,930.00;9,930.00;0.00;8,191.00
Dec 16, 2021 12:00 PM;Dec 16, 2021 1:00 PM;9,754.00;9,754.00;0.00;8,135.00
Dec 16, 2021 1:00 PM;Dec 16, 2021 2:00 PM;9,764.50;9,764.50;0.00;8,106.50
Dec 16, 2021 2:00 PM;Dec 16, 2021 3:00 PM;9,671.00;9,671.00;0.00;7,977.00
Dec 16, 2021 3:00 PM;Dec 16, 2021 4:00 PM;9,591.50;9,591.50;0.00;7,792.50
Dec 16, 2021 4:00 PM;Dec 16, 2021 5:00 PM;9,764.25;9,764.25;0.00;7,845.25
Dec 16, 2021 5:00 PM;Dec 16, 2021 6:00 PM;9,815.25;9,815.25;0.00;7,583.25
Dec 16, 2021 6:00 PM;Dec 16, 2021 7:00 PM;9,607.50;9,607.50;0.00;7,221.50
Dec 16, 2021 7:00 PM;Dec 16, 2021 8:00 PM;9,160.50;9,160.50;0.00;6,846.50
Dec 16, 2021 8:00 PM;Dec 16, 2021 9:00 PM;8,626.00;8,626.00;0.00;6,219.00
Dec 16, 2021 9:00 PM;Dec 16, 2021 10:00 PM;8,073.00;8,100.50;27.50;5,715.00
Dec 16, 2021 10:00 PM;Dec 16, 2021 11:00 PM;7,906.50;7,985.75;79.25;5,607.50
Dec 16, 2021 11:00 PM;Dec 17, 2021 12:00 AM;7,398.50;8,070.50;672.00;5,102.50
Dec 17, 2021 12:00 AM;Dec 17, 2021 1:00 AM;7,088.50;8,187.75;1,099.25;4,812.50
Dec 17, 2021 1:00 AM;Dec 17, 2021 2:00 AM;6,826.50;8,382.00;1,555.50;4,505.50
Dec 17, 2021 2:00 AM;Dec 17, 2021 3:00 AM;6,841.25;8,644.50;1,803.25;4,552.25
Dec 17, 2021 3:00 AM;Dec 17, 2021 4:00 AM;6,729.50;8,509.50;1,780.00;4,327.50
Dec 17, 2021 4:00 AM;Dec 17, 2021 5:00 AM;6,937.25;8,735.00;1,797.75;4,599.25
Dec 17, 2021 5:00 AM;Dec 17, 2021 6:00 AM;7,557.25;9,088.00;1,530.75;5,414.25
Dec 17, 2021 6:00 AM;Dec 17, 2021 7:00 AM;8,627.75;8,811.75;184.00;6,439.75
Dec 17, 2021 7:00 AM;Dec 17, 2021 8:00 AM;9,510.25;9,510.25;0.00;7,111.25
Dec 17, 2021 8:00 AM;Dec 17, 2021 9:00 AM;9,808.50;9,808.50;0.00;7,302.50
Dec 17, 2021 9:00 AM;Dec 17, 2021 10:00 AM;9,836.75;9,836.75;0.00;7,452.75
Dec 17, 2021 10:00 AM;Dec 17, 2021 11:00 AM;9,800.00;9,800.00;0.00;7,480.00
Dec 17, 2021 11:00 AM;Dec 17, 2021 12:00 PM;9,686.25;9,686.25;0.00;7,352.25
Dec 17, 2021 12:00 PM;Dec 17, 2021 1:00 PM;9,504.00;9,504.00;0.00;7,104.00
Dec 17, 2021 1:00 PM;Dec 17, 2021 2:00 PM;9,313.25;9,313.25;0.00;6,875.25
Dec 17, 2021 2:00 PM;Dec 17, 2021 3:00 PM;9,195.50;9,195.50;0.00;6,834.50
Dec 17, 2021 3:00 PM;Dec 17, 2021 4:00 PM;9,159.00;9,159.00;0.00;6,858.00
Dec 17, 2021 4:00 PM;Dec 17, 2021 5:00 PM;9,422.75;9,422.75;0.00;7,085.75
Dec 17, 2021 5:00 PM;Dec 17, 2021 6:00 PM;9,537.25;9,537.25;0.00;7,038.25
Dec 17, 2021 6:00 PM;Dec 17, 2021 7:00 PM;9,350.00;9,350.00;0.00;6,763.00
Dec 17, 2021 7:00 PM;Dec 17, 2021 8:00 PM;8,989.25;8,989.25;0.00;6,411.25
Dec 17, 2021 8:00 PM;Dec 17, 2021 9:00 PM;8,488.25;8,647.75;159.50;5,835.25
Dec 17, 2021 9:00 PM;Dec 17, 2021 10:00 PM;7,911.00;8,136.00;225.00;5,386.00
Dec 17, 2021 10:00 PM;Dec 17, 2021 11:00 PM;7,780.50;7,792.00;11.50;5,397.50
Dec 17, 2021 11:00 PM;Dec 18, 2021 12:00 AM;7,383.25;8,712.00;1,328.75;5,086.25
Dec 18, 2021 12:00 AM;Dec 18, 2021 1:00 AM;6,971.75;6,982.25;10.50;4,677.75
Dec 18, 2021 1:00 AM;Dec 18, 2021 2:00 AM;6,692.75;6,759.50;66.75;4,360.75
Dec 18, 2021 2:00 AM;Dec 18, 2021 3:00 AM;6,553.00;6,721.50;168.50;4,370.00
Dec 18, 2021 3:00 AM;Dec 18, 2021 4:00 AM;6,413.50;6,958.25;544.75;4,215.50
Dec 18, 2021 4:00 AM;Dec 18, 2021 5:00 AM;6,502.50;7,935.00;1,432.50;4,174.50
Dec 18, 2021 5:00 AM;Dec 18, 2021 6:00 AM;6,771.25;8,118.25;1,347.00;4,509.25
Dec 18, 2021 6:00 AM;Dec 18, 2021 7:00 AM;7,131.00;7,526.75;395.75;4,995.00
Dec 18, 2021 7:00 AM;Dec 18, 2021 8:00 AM;7,648.00;7,648.00;0.00;5,691.00
Dec 18, 2021 8:00 AM;Dec 18, 2021 9:00 AM;8,136.50;8,136.50;0.00;6,229.50
Dec 18, 2021 9:00 AM;Dec 18, 2021 10:00 AM;8,419.25;8,419.25;0.00;6,697.25
Dec 18, 2021 10:00 AM;Dec 18, 2021 11:00 AM;8,494.50;8,494.50;0.00;6,607.50
Dec 18, 2021 11:00 AM;Dec 18, 2021 12:00 PM;8,478.50;8,478.50;0.00;6,334.50
Dec 18, 2021 12:00 PM;Dec 18, 2021 1:00 PM;8,338.50;8,338.50;0.00;6,161.50
Dec 18, 2021 1:00 PM;Dec 18, 2021 2:00 PM;8,172.50;8,172.50;0.00;6,165.50
Dec 18, 2021 2:00 PM;Dec 18, 2021 3:00 PM;8,078.25;8,078.25;0.00;6,518.25
Dec 18, 2021 3:00 PM;Dec 18, 2021 4:00 PM;8,170.75;8,170.75;0.00;6,653.75
Dec 18, 2021 4:00 PM;Dec 18, 2021 5:00 PM;8,420.25;8,420.25;0.00;7,144.25
Dec 18, 2021 5:00 PM;Dec 18, 2021 6:00 PM;8,618.25;8,618.25;0.00;7,575.25
Dec 18, 2021 6:00 PM;Dec 18, 2021 7:00 PM;8,396.00;8,396.00;0.00;7,392.00
Dec 18, 2021 7:00 PM;Dec 18, 2021 8:00 PM;8,018.25;8,018.25;0.00;6,635.25
Dec 18, 2021 8:00 PM;Dec 18, 2021 9:00 PM;7,620.00;7,883.75;263.75;6,136.00
Dec 18, 2021 9:00 PM;Dec 18, 2021 10:00 PM;7,288.25;8,578.25;1,290.00;5,706.25
Dec 18, 2021 10:00 PM;Dec 18, 2021 11:00 PM;7,360.75;8,821.75;1,461.00;5,667.75
Dec 18, 2021 11:00 PM;Dec 19, 2021 12:00 AM;6,958.25;8,767.75;1,809.50;5,258.25
Dec 19, 2021 12:00 AM;Dec 19, 2021 1:00 AM;6,647.75;8,425.50;1,777.75;4,738.75
Dec 19, 2021 1:00 AM;Dec 19, 2021 2:00 AM;6,365.50;8,290.25;1,924.75;4,301.50
Dec 19, 2021 2:00 AM;Dec 19, 2021 3:00 AM;6,248.00;8,226.25;1,978.25;3,978.00
Dec 19, 2021 3:00 AM;Dec 19, 2021 4:00 AM;6,129.25;8,059.50;1,930.25;3,584.25
Dec 19, 2021 4:00 AM;Dec 19, 2021 5:00 AM;6,177.75;8,125.75;1,948.00;3,672.75
Dec 19, 2021 5:00 AM;Dec 19, 2021 6:00 AM;6,349.25;8,281.00;1,931.75;3,866.25
Dec 19, 2021 6:00 AM;Dec 19, 2021 7:00 AM;6,590.50;8,473.25;1,882.75;3,993.50
Dec 19, 2021 7:00 AM;Dec 19, 2021 8:00 AM;7,017.25;8,502.00;1,484.75;4,448.25
Dec 19, 2021 8:00 AM;Dec 19, 2021 9:00 AM;7,468.25;8,432.00;963.75;4,983.25
Dec 19, 2021 9:00 AM;Dec 19, 2021 10:00 AM;7,886.00;8,228.50;342.50;5,385.00
Dec 19, 2021 10:00 AM;Dec 19, 2021 11:00 AM;8,078.50;8,873.50;795.00;5,581.50
Dec 19, 2021 11:00 AM;Dec 19, 2021 12:00 PM;8,144.50;9,052.00;907.50;5,621.50
Dec 19, 2021 12:00 PM;Dec 19, 2021 1:00 PM;7,935.50;9,376.00;1,440.50;5,228.50
Dec 19, 2021 1:00 PM;Dec 19, 2021 2:00 PM;7,744.00;9,382.75;1,638.75;4,947.00
Dec 19, 2021 2:00 PM;Dec 19, 2021 3:00 PM;7,657.00;9,179.00;1,522.00;4,981.00
Dec 19, 2021 3:00 PM;Dec 19, 2021 4:00 PM;7,723.25;8,594.25;871.00;5,037.25
Dec 19, 2021 4:00 PM;Dec 19, 2021 5:00 PM;8,041.75;8,952.25;910.50;5,340.75
Dec 19, 2021 5:00 PM;Dec 19, 2021 6:00 PM;8,314.00;8,750.75;436.75;5,593.00
Dec 19, 2021 6:00 PM;Dec 19, 2021 7:00 PM;8,235.00;8,840.00;605.00;5,449.00
Dec 19, 2021 7:00 PM;Dec 19, 2021 8:00 PM;8,042.00;8,652.75;610.75;5,236.00
Dec 19, 2021 8:00 PM;Dec 19, 2021 9:00 PM;7,727.25;8,158.50;431.25;4,899.25
Dec 19, 2021 9:00 PM;Dec 19, 2021 10:00 PM;7,336.25;7,336.25;0.00;4,520.25
Dec 19, 2021 10:00 PM;Dec 19, 2021 11:00 PM;7,453.75;7,453.75;0.00;4,622.75
Dec 19, 2021 11:00 PM;Dec 20, 2021 12:00 AM;7,108.00;8,436.50;1,328.50;4,256.00
Dec 20, 2021 12:00 AM;Dec 20, 2021 1:00 AM;6,847.00;8,360.50;1,513.50;4,014.00
Dec 20, 2021 1:00 AM;Dec 20, 2021 2:00 AM;6,641.25;8,302.75;1,661.50;3,859.25
Dec 20, 2021 2:00 AM;Dec 20, 2021 3:00 AM;6,544.25;8,242.25;1,698.00;4,060.25
Dec 20, 2021 3:00 AM;Dec 20, 2021 4:00 AM;6,455.00;8,124.50;1,669.50;4,358.00
Dec 20, 2021 4:00 AM;Dec 20, 2021 5:00 AM;6,697.25;8,377.00;1,679.75;4,768.25
Dec 20, 2021 5:00 AM;Dec 20, 2021 6:00 AM;7,409.25;9,013.75;1,604.50;5,424.25
Dec 20, 2021 6:00 AM;Dec 20, 2021 7:00 AM;8,520.50;8,583.25;62.75;6,431.50
Dec 20, 2021 7:00 AM;Dec 20, 2021 8:00 AM;9,479.75;9,479.75;0.00;7,402.75
Dec 20, 2021 8:00 AM;Dec 20, 2021 9:00 AM;9,860.75;9,860.75;0.00;7,633.75
Dec 20, 2021 9:00 AM;Dec 20, 2021 10:00 AM;9,876.25;9,876.25;0.00;7,530.25
Dec 20, 2021 10:00 AM;Dec 20, 2021 11:00 AM;9,815.75;9,815.75;0.00;7,322.75
Dec 20, 2021 11:00 AM;Dec 20, 2021 12:00 PM;9,806.25;9,817.50;11.25;7,276.25
Dec 20, 2021 12:00 PM;Dec 20, 2021 1:00 PM;9,658.75;9,781.00;122.25;7,397.75
Dec 20, 2021 1:00 PM;Dec 20, 2021 2:00 PM;9,580.25;9,580.25;0.00;7,100.25
Dec 20, 2021 2:00 PM;Dec 20, 2021 3:00 PM;9,491.50;9,491.50;0.00;6,979.50
Dec 20, 2021 3:00 PM;Dec 20, 2021 4:00 PM;9,600.50;9,600.50;0.00;7,317.50
Dec 20, 2021 4:00 PM;Dec 20, 2021 5:00 PM;9,868.50;9,868.50;0.00;7,749.50
Dec 20, 2021 5:00 PM;Dec 20, 2021 6:00 PM;10,050.50;10,050.50;0.00;7,913.50
Dec 20, 2021 6:00 PM;Dec 20, 2021 7:00 PM;9,912.50;9,912.50;0.00;7,745.50
Dec 20, 2021 7:00 PM;Dec 20, 2021 8:00 PM;9,521.75;9,521.75;0.00;7,519.75
Dec 20, 2021 8:00 PM;Dec 20, 2021 9:00 PM;8,990.50;8,990.50;0.00;6,993.50
Dec 20, 2021 9:00 PM;Dec 20, 2021 10:00 PM;8,434.00;8,465.50;31.50;6,254.00
Dec 20, 2021 10:00 PM;Dec 20, 2021 11:00 PM;8,280.50;8,286.75;6.25;6,293.50
Dec 20, 2021 11:00 PM;Dec 21, 2021 12:00 AM;7,762.50;8,027.25;264.75;5,914.50
Dec 21, 2021 12:00 AM;Dec 21, 2021 1:00 AM;7,499.25;8,673.25;1,174.00;5,887.25
Dec 21, 2021 1:00 AM;Dec 21, 2021 2:00 AM;7,271.25;8,651.00;1,379.75;5,734.25
Dec 21, 2021 2:00 AM;Dec 21, 2021 3:00 AM;7,164.50;8,781.25;1,616.75;5,918.50
Dec 21, 2021 3:00 AM;Dec 21, 2021 4:00 AM;7,119.50;8,717.75;1,598.25;6,109.50
Dec 21, 2021 4:00 AM;Dec 21, 2021 5:00 AM;7,253.50;8,799.25;1,545.75;6,586.50
Dec 21, 2021 5:00 AM;Dec 21, 2021 6:00 AM;7,920.75;8,619.00;698.25;7,400.75
Dec 21, 2021 6:00 AM;Dec 21, 2021 7:00 AM;8,886.50;8,886.50;0.00;8,411.50
Dec 21, 2021 7:00 AM;Dec 21, 2021 8:00 AM;9,845.75;9,845.75;0.00;9,410.75
Dec 21, 2021 8:00 AM;Dec 21, 2021 9:00 AM;10,146.25;10,146.25;0.00;9,817.25
Dec 21, 2021 9:00 AM;Dec 21, 2021 10:00 AM;9,990.75;9,990.75;0.00;9,714.75
Dec 21, 2021 10:00 AM;Dec 21, 2021 11:00 AM;9,873.25;9,873.25;0.00;9,648.25
Dec 21, 2021 11:00 AM;Dec 21, 2021 12:00 PM;9,699.50;9,699.50;0.00;9,455.50
Dec 21, 2021 12:00 PM;Dec 21, 2021 1:00 PM;9,500.75;9,500.75;0.00;9,264.75
Dec 21, 2021 1:00 PM;Dec 21, 2021 2:00 PM;9,463.00;9,463.00;0.00;9,282.00
Dec 21, 2021 2:00 PM;Dec 21, 2021 3:00 PM;9,489.25;9,489.25;0.00;9,373.25
Dec 21, 2021 3:00 PM;Dec 21, 2021 4:00 PM;9,657.75;9,657.75;0.00;9,611.75
Dec 21, 2021 4:00 PM;Dec 21, 2021 5:00 PM;9,954.75;9,954.75;0.00;9,946.75
Dec 21, 2021 5:00 PM;Dec 21, 2021 6:00 PM;10,101.00;10,101.00;0.00;10,097.00
Dec 21, 2021 6:00 PM;Dec 21, 2021 7:00 PM;9,901.00;9,901.00;0.00;9,897.00
Dec 21, 2021 7:00 PM;Dec 21, 2021 8:00 PM;9,573.25;9,573.25;0.00;9,569.25
Dec 21, 2021 8:00 PM;Dec 21, 2021 9:00 PM;9,041.50;9,041.50;0.00;9,037.50
Dec 21, 2021 9:00 PM;Dec 21, 2021 10:00 PM;8,503.75;8,503.75;0.00;8,499.75
Dec 21, 2021 10:00 PM;Dec 21, 2021 11:00 PM;8,402.50;8,402.50;0.00;8,398.50
