country,target_date,specification_id,specification_order,p,d,q,P,D,Q,seasonal_period,trend,forecast_origin_local,forecast_origin_utc,information_cutoff_utc,expected_observations,analysis_label
Austria,2024-10-27,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-10-26T08:00:00+02:00,2024-10-26T06:00:00+00:00,2024-10-26T06:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-10-27,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-10-26T08:00:00+02:00,2024-10-26T06:00:00+00:00,2024-10-26T06:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-10-27,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-10-26T08:00:00+02:00,2024-10-26T06:00:00+00:00,2024-10-26T06:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-10-27,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-10-26T08:00:00+02:00,2024-10-26T06:00:00+00:00,2024-10-26T06:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-11,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-11-10T08:00:00+01:00,2024-11-10T07:00:00+00:00,2024-11-10T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-11-23,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-11-22T08:00:00+01:00,2024-11-22T07:00:00+00:00,2024-11-22T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-08,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-12-07T08:00:00+01:00,2024-12-07T07:00:00+00:00,2024-12-07T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-16,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-12-15T08:00:00+01:00,2024-12-15T07:00:00+00:00,2024-12-15T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-12-27,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-12-26T08:00:00+01:00,2024-12-26T07:00:00+00:00,2024-12-26T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
