country,target_date,specification_id,specification_order,p,d,q,P,D,Q,seasonal_period,trend,forecast_origin_local,forecast_origin_utc,information_cutoff_utc,expected_observations,analysis_label
Germany,2024-08-12,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-08-11T18:00:00+02:00,2024-08-11T16:00:00+00:00,2024-08-11T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-08-12,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-08-11T18:00:00+02:00,2024-08-11T16:00:00+00:00,2024-08-11T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-09-21,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-09-20T18:00:00+02:00,2024-09-20T16:00:00+00:00,2024-09-20T16:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-10-27,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-10-26T18:00:00+02:00,2024-10-26T16:00:00+00:00,2024-10-26T16:00:00+00:00,25,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-11,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-11-10T18:00:00+01:00,2024-11-10T17:00:00+00:00,2024-11-10T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-11-23,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-11-22T18:00:00+01:00,2024-11-22T17:00:00+00:00,2024-11-22T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-08,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-12-07T18:00:00+01:00,2024-12-07T17:00:00+00:00,2024-12-07T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-16,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-12-15T18:00:00+01:00,2024-12-15T17:00:00+00:00,2024-12-15T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Germany,2024-12-27,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-12-26T18:00:00+01:00,2024-12-26T17:00:00+00:00,2024-12-26T17:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p2_d0_q0_P1_D1_Q0_s24,10,2,0,0,1,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p2_d0_q1_P1_D1_Q0_s24,11,2,0,1,1,1,0,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-01-15,sarima_p1_d0_q1_P0_D1_Q1_s24,12,1,0,1,0,1,1,24,n,2024-01-14T08:00:00+01:00,2024-01-14T07:00:00+00:00,2024-01-14T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p1_d0_q0_P0_D1_Q0_s24,1,1,0,0,0,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p2_d0_q0_P0_D1_Q0_s24,2,2,0,0,0,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p3_d0_q0_P0_D1_Q0_s24,3,3,0,0,0,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p1_d0_q1_P0_D1_Q0_s24,4,1,0,1,0,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p2_d0_q1_P0_D1_Q0_s24,5,2,0,1,0,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p1_d0_q2_P0_D1_Q0_s24,6,1,0,2,0,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p2_d0_q2_P0_D1_Q0_s24,7,2,0,2,0,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p1_d0_q0_P1_D1_Q0_s24,8,1,0,0,1,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
Austria,2024-02-17,sarima_p1_d0_q1_P1_D1_Q0_s24,9,1,0,1,1,1,0,24,n,2024-02-16T08:00:00+01:00,2024-02-16T07:00:00+00:00,2024-02-16T07:00:00+00:00,24,enhanced/post-hoc SARIMA robustness analysis
