country,local_date,daily_mean_load_mwh,daily_mean_temperature_c,hourly_count,weekday,public_holiday_flag,holiday_name,day_type,matching_baseline_mwh,relative_load_deviation_pct
Germany,2020-01-01,45429.82,0.43,24,Wednesday,1,New Year's Day,weekday public holiday,66672.43,-31.86
Germany,2020-01-02,55482.28,0.14,24,Thursday,0,,ordinary weekday,63515.50,-12.65
Germany,2020-01-03,57660.14,4.69,24,Friday,0,,ordinary weekday,63222.34,-8.80
Germany,2020-01-04,54307.91,3.88,24,Saturday,0,,weekend,,
Germany,2020-01-05,49449.51,3.01,24,Sunday,0,,weekend,,
Germany,2020-01-06,57822.26,2.52,24,Monday,0,,ordinary weekday,62535.40,-7.54
Germany,2020-01-07,63964.22,3.29,24,Tuesday,0,,ordinary weekday,66152.88,-3.31
Germany,2020-01-08,65474.98,5.63,24,Wednesday,0,,ordinary weekday,66672.43,-1.80
Germany,2020-01-09,64262.18,8.42,24,Thursday,0,,ordinary weekday,63515.50,1.18
Germany,2020-01-10,63442.51,7.29,24,Friday,0,,ordinary weekday,63222.34,0.35
Germany,2020-01-11,55334.61,3.69,24,Saturday,0,,weekend,,
Germany,2020-01-12,53687.74,3.15,24,Sunday,0,,weekend,,
Germany,2020-01-13,64133.15,4.86,24,Monday,0,,ordinary weekday,62535.40,2.55
Germany,2020-01-14,67320.23,6.95,24,Tuesday,0,,ordinary weekday,66152.88,1.76
Germany,2020-01-15,66068.34,8.29,24,Wednesday,0,,ordinary weekday,66672.43,-0.91
Germany,2020-01-16,64382.59,6.44,24,Thursday,0,,ordinary weekday,63515.50,1.37
Germany,2020-01-17,64392.62,5.39,24,Friday,0,,ordinary weekday,63222.34,1.85
Germany,2020-01-18,55966.38,3.72,24,Saturday,0,,weekend,,
Germany,2020-01-19,51218.20,1.77,24,Sunday,0,,weekend,,
Germany,2020-01-20,63708.60,1.62,24,Monday,0,,ordinary weekday,62535.40,1.88
Germany,2020-01-21,66474.85,0.24,24,Tuesday,0,,ordinary weekday,66152.88,0.49
Germany,2020-01-22,66556.72,0.46,24,Wednesday,0,,ordinary weekday,66672.43,-0.17
Germany,2020-01-23,66161.74,1.05,24,Thursday,0,,ordinary weekday,63515.50,4.17
Germany,2020-01-24,65393.83,0.26,24,Friday,0,,ordinary weekday,63222.34,3.43
Germany,2020-01-25,56568.29,0.78,24,Saturday,0,,weekend,,
Germany,2020-01-26,51409.44,1.94,24,Sunday,0,,weekend,,
Germany,2020-01-27,64477.59,4.65,24,Monday,0,,ordinary weekday,62535.40,3.11
Germany,2020-01-28,66852.21,4.11,24,Tuesday,0,,ordinary weekday,66152.88,1.06
Germany,2020-01-29,68589.70,2.72,24,Wednesday,0,,ordinary weekday,66672.43,2.88
Germany,2020-01-30,67288.73,5.41,24,Thursday,0,,ordinary weekday,63515.50,5.94
Germany,2020-01-31,65222.59,9.65,24,Friday,0,,ordinary weekday,63222.34,3.16
Germany,2020-02-01,56770.00,9.78,24,Saturday,0,,weekend,,
Germany,2020-02-02,52173.08,8.04,24,Sunday,0,,weekend,,
Germany,2020-02-03,63821.94,8.17,24,Monday,0,,ordinary weekday,64016.80,-0.30
Germany,2020-02-04,66990.96,4.04,24,Tuesday,0,,ordinary weekday,66615.80,0.56
Germany,2020-02-05,65835.83,2.05,24,Wednesday,0,,ordinary weekday,66035.15,-0.30
Germany,2020-02-06,66060.83,2.09,24,Thursday,0,,ordinary weekday,65749.47,0.47
Germany,2020-02-07,63487.90,2.29,24,Friday,0,,ordinary weekday,63829.41,-0.54
Germany,2020-02-08,55578.28,3.44,24,Saturday,0,,weekend,,
Germany,2020-02-09,53485.65,7.22,24,Sunday,0,,weekend,,
Germany,2020-02-10,66161.92,7.19,24,Monday,0,,ordinary weekday,64016.80,3.35
Germany,2020-02-11,68558.79,3.74,24,Tuesday,0,,ordinary weekday,66615.80,2.92
Germany,2020-02-12,68195.12,2.89,24,Wednesday,0,,ordinary weekday,66035.15,3.27
Germany,2020-02-13,67266.33,3.18,24,Thursday,0,,ordinary weekday,65749.47,2.31
Germany,2020-02-14,63470.71,4.92,24,Friday,0,,ordinary weekday,63829.41,-0.56
Germany,2020-02-15,55521.47,6.32,24,Saturday,0,,weekend,,
Germany,2020-02-16,53492.06,11.23,24,Sunday,0,,weekend,,
Germany,2020-02-17,64587.05,8.26,24,Monday,0,,ordinary weekday,64016.80,0.89
Germany,2020-02-18,66675.78,5.63,24,Tuesday,0,,ordinary weekday,66615.80,0.09
Germany,2020-02-19,65933.43,4.33,24,Wednesday,0,,ordinary weekday,66035.15,-0.15
Germany,2020-02-20,65048.67,5.29,24,Thursday,0,,ordinary weekday,65749.47,-1.07
Germany,2020-02-21,64421.52,4.85,24,Friday,0,,ordinary weekday,63829.41,0.93
Germany,2020-02-22,56814.33,6.92,24,Saturday,0,,weekend,,
Germany,2020-02-23,52308.72,8.13,24,Sunday,0,,weekend,,
Germany,2020-02-24,61496.30,6.01,24,Monday,0,,ordinary weekday,64016.80,-3.94
Germany,2020-02-25,64237.68,7.01,24,Tuesday,0,,ordinary weekday,66615.80,-3.57
Germany,2020-02-26,64176.22,2.65,24,Wednesday,0,,ordinary weekday,66035.15,-2.82
Germany,2020-02-27,64622.03,1.82,24,Thursday,0,,ordinary weekday,65749.47,-1.71
Germany,2020-02-28,63937.51,2.56,24,Friday,0,,ordinary weekday,63829.41,0.17
Germany,2020-02-29,55928.29,7.24,24,Saturday,0,,weekend,,
Germany,2020-03-01,51221.36,6.57,24,Sunday,0,,weekend,,
Germany,2020-03-02,61602.99,5.82,24,Monday,0,,ordinary weekday,59031.88,4.36
Germany,2020-03-03,62646.09,4.18,24,Tuesday,0,,ordinary weekday,60817.10,3.01
Germany,2020-03-04,62944.75,3.14,24,Wednesday,0,,ordinary weekday,61453.80,2.43
Germany,2020-03-05,63226.83,4.22,24,Thursday,0,,ordinary weekday,60874.39,3.86
Germany,2020-03-06,63668.43,4.67,24,Friday,0,,ordinary weekday,60053.99,6.02
Germany,2020-03-07,53928.27,4.12,24,Saturday,0,,weekend,,
Germany,2020-03-08,51047.33,5.99,24,Sunday,0,,weekend,,
Germany,2020-03-09,60645.49,6.28,24,Monday,0,,ordinary weekday,59031.88,2.73
Germany,2020-03-10,66796.74,6.25,24,Tuesday,0,,ordinary weekday,60817.10,9.83
Germany,2020-03-11,64814.31,10.30,24,Wednesday,0,,ordinary weekday,61453.80,5.47
Germany,2020-03-12,65298.42,9.35,24,Thursday,0,,ordinary weekday,60874.39,7.27
Germany,2020-03-13,64131.70,5.97,24,Friday,0,,ordinary weekday,60053.99,6.79
Germany,2020-03-14,52369.58,4.40,24,Saturday,0,,weekend,,
Germany,2020-03-15,50698.69,7.06,24,Sunday,0,,weekend,,
Germany,2020-03-16,59097.06,8.81,24,Monday,0,,ordinary weekday,59031.88,0.11
Germany,2020-03-17,60306.92,8.92,24,Tuesday,0,,ordinary weekday,60817.10,-0.84
Germany,2020-03-18,60301.08,9.68,24,Wednesday,0,,ordinary weekday,61453.80,-1.88
Germany,2020-03-19,57930.09,9.96,24,Thursday,0,,ordinary weekday,60874.39,-4.84
Germany,2020-03-20,57061.07,8.24,24,Friday,0,,ordinary weekday,60053.99,-4.98
Germany,2020-03-21,52283.98,4.21,24,Saturday,0,,weekend,,
Germany,2020-03-22,48967.22,2.20,24,Sunday,0,,weekend,,
Germany,2020-03-23,57705.08,1.20,24,Monday,0,,ordinary weekday,59031.88,-2.25
Germany,2020-03-24,57997.05,1.66,24,Tuesday,0,,ordinary weekday,60817.10,-4.64
Germany,2020-03-25,57755.07,2.26,24,Wednesday,0,,ordinary weekday,61453.80,-6.02
Germany,2020-03-26,57042.22,3.62,24,Thursday,0,,ordinary weekday,60874.39,-6.30
Germany,2020-03-27,55354.76,7.13,24,Friday,0,,ordinary weekday,60053.99,-7.83
Germany,2020-03-28,48695.54,7.67,24,Saturday,0,,weekend,,
Germany,2020-03-29,49168.88,3.67,23,Sunday,0,,weekend,,
Germany,2020-03-30,56108.76,1.43,24,Monday,0,,ordinary weekday,59031.88,-4.95
Germany,2020-03-31,56338.72,1.74,24,Tuesday,0,,ordinary weekday,60817.10,-7.36
Germany,2020-04-01,58013.77,2.54,24,Wednesday,0,,ordinary weekday,54653.11,6.15
Germany,2020-04-02,57738.70,4.79,24,Thursday,0,,ordinary weekday,54112.40,6.70
Germany,2020-04-03,57161.73,5.77,24,Friday,0,,ordinary weekday,53761.86,6.32
Germany,2020-04-04,47603.06,6.49,24,Saturday,0,,weekend,,
Germany,2020-04-05,45662.71,9.13,24,Sunday,0,,weekend,,
Germany,2020-04-06,53739.62,12.01,24,Monday,0,,ordinary weekday,53083.90,1.24
Germany,2020-04-07,53643.71,12.66,24,Tuesday,0,,ordinary weekday,53685.39,-0.08
Germany,2020-04-08,52846.30,13.66,24,Wednesday,0,,ordinary weekday,54653.11,-3.31
Germany,2020-04-09,52369.47,13.06,24,Thursday,0,,ordinary weekday,54112.40,-3.22
Germany,2020-04-10,43131.43,11.39,24,Friday,1,Good Friday,weekday public holiday,53761.86,-19.77
Germany,2020-04-11,43354.91,11.20,24,Saturday,0,,weekend,,
Germany,2020-04-12,41234.09,13.60,24,Sunday,0,,weekend,,
Germany,2020-04-13,43507.68,9.07,24,Monday,1,Easter Monday,weekday public holiday,53083.90,-18.04
Germany,2020-04-14,52106.57,4.98,24,Tuesday,0,,ordinary weekday,53685.39,-2.94
Germany,2020-04-15,53611.90,7.78,24,Wednesday,0,,ordinary weekday,54653.11,-1.91
Germany,2020-04-16,53449.03,11.73,24,Thursday,0,,ordinary weekday,54112.40,-1.23
Germany,2020-04-17,51655.21,12.61,24,Friday,0,,ordinary weekday,53761.86,-3.92
Germany,2020-04-18,45470.49,13.13,24,Saturday,0,,weekend,,
Germany,2020-04-19,43783.68,11.62,24,Sunday,0,,weekend,,
Germany,2020-04-20,53751.58,10.82,24,Monday,0,,ordinary weekday,53083.90,1.26
Germany,2020-04-21,55650.07,11.91,24,Tuesday,0,,ordinary weekday,53685.39,3.66
Germany,2020-04-22,54742.91,12.94,24,Wednesday,0,,ordinary weekday,54653.11,0.16
Germany,2020-04-23,53367.35,13.62,24,Thursday,0,,ordinary weekday,54112.40,-1.38
Germany,2020-04-24,52468.64,13.73,24,Friday,0,,ordinary weekday,53761.86,-2.41
Germany,2020-04-25,46145.00,11.13,24,Saturday,0,,weekend,,
Germany,2020-04-26,42720.98,11.34,24,Sunday,0,,weekend,,
Germany,2020-04-27,51760.49,13.56,24,Monday,0,,ordinary weekday,53083.90,-2.49
Germany,2020-04-28,53341.20,13.09,24,Tuesday,0,,ordinary weekday,53685.39,-0.64
Germany,2020-04-29,54050.68,12.28,24,Wednesday,0,,ordinary weekday,54653.11,-1.10
Germany,2020-04-30,53637.47,11.91,24,Thursday,0,,ordinary weekday,54112.40,-0.88
Germany,2020-05-01,43826.72,10.95,24,Friday,1,Labour Day,weekday public holiday,51478.04,-14.86
Germany,2020-05-02,44663.67,9.62,24,Saturday,0,,weekend,,
Germany,2020-05-03,42446.24,10.19,24,Sunday,0,,weekend,,
Germany,2020-05-04,52849.51,10.94,24,Monday,0,,ordinary weekday,54012.67,-2.15
Germany,2020-05-05,54614.61,9.22,24,Tuesday,0,,ordinary weekday,54532.82,0.15
Germany,2020-05-06,54472.93,9.61,24,Wednesday,0,,ordinary weekday,53816.02,1.22
Germany,2020-05-07,53770.50,11.77,24,Thursday,0,,ordinary weekday,54153.06,-0.71
Germany,2020-05-08,51857.77,14.66,24,Friday,0,,ordinary weekday,51478.04,0.74
Germany,2020-05-09,44728.61,16.01,24,Saturday,0,,weekend,,
Germany,2020-05-10,42386.56,15.87,24,Sunday,0,,weekend,,
Germany,2020-05-11,55827.41,8.65,24,Monday,0,,ordinary weekday,54012.67,3.36
Germany,2020-05-12,55649.46,6.94,24,Tuesday,0,,ordinary weekday,54532.82,2.05
Germany,2020-05-13,54675.38,8.47,24,Wednesday,0,,ordinary weekday,53816.02,1.60
Germany,2020-05-14,54709.71,8.98,24,Thursday,0,,ordinary weekday,54153.06,1.03
Germany,2020-05-15,54338.58,9.78,24,Friday,0,,ordinary weekday,51478.04,5.56
Germany,2020-05-16,46978.54,11.13,24,Saturday,0,,weekend,,
Germany,2020-05-17,43763.66,12.41,24,Sunday,0,,weekend,,
Germany,2020-05-18,53466.57,14.77,24,Monday,0,,ordinary weekday,54012.67,-1.01
Germany,2020-05-19,54537.26,15.68,24,Tuesday,0,,ordinary weekday,54532.82,0.01
Germany,2020-05-20,52070.38,15.39,24,Wednesday,0,,ordinary weekday,53816.02,-3.24
Germany,2020-05-21,42484.78,16.50,24,Thursday,1,Ascension Day,weekday public holiday,54153.06,-21.55
Germany,2020-05-22,48248.67,18.12,24,Friday,0,,ordinary weekday,51478.04,-6.27
Germany,2020-05-23,46242.00,14.47,24,Saturday,0,,weekend,,
Germany,2020-05-24,43977.82,12.65,24,Sunday,0,,weekend,,
Germany,2020-05-25,53907.21,13.32,24,Monday,0,,ordinary weekday,54012.67,-0.20
Germany,2020-05-26,53329.93,13.52,24,Tuesday,0,,ordinary weekday,54532.82,-2.21
Germany,2020-05-27,54045.39,15.23,24,Wednesday,0,,ordinary weekday,53816.02,0.43
Germany,2020-05-28,53978.96,14.44,24,Thursday,0,,ordinary weekday,54153.06,-0.32
Germany,2020-05-29,51467.12,14.21,24,Friday,0,,ordinary weekday,51478.04,-0.02
Germany,2020-05-30,44857.23,14.56,24,Saturday,0,,weekend,,
Germany,2020-05-31,41572.91,14.59,24,Sunday,0,,weekend,,
Germany,2020-06-01,40996.44,16.91,24,Monday,1,Whit Monday,weekday public holiday,52900.33,-22.50
Germany,2020-06-02,52268.00,18.94,24,Tuesday,0,,ordinary weekday,54155.04,-3.48
Germany,2020-06-03,53951.67,19.16,24,Wednesday,0,,ordinary weekday,54008.23,-0.10
Germany,2020-06-04,55514.68,15.38,24,Thursday,0,,ordinary weekday,53113.08,4.52
Germany,2020-06-05,54564.32,12.25,24,Friday,0,,ordinary weekday,52487.30,3.96
Germany,2020-06-06,47725.01,12.71,24,Saturday,0,,weekend,,
Germany,2020-06-07,43218.39,13.36,24,Sunday,0,,weekend,,
Germany,2020-06-08,52407.72,13.83,24,Monday,0,,ordinary weekday,52900.33,-0.93
Germany,2020-06-09,53929.88,14.10,24,Tuesday,0,,ordinary weekday,54155.04,-0.42
Germany,2020-06-10,53773.52,14.78,24,Wednesday,0,,ordinary weekday,54008.23,-0.43
Germany,2020-06-11,47431.24,15.45,24,Thursday,0,,ordinary weekday,53113.08,-10.70
Germany,2020-06-12,49641.52,18.94,24,Friday,0,,ordinary weekday,52487.30,-5.42
Germany,2020-06-13,45880.75,20.35,24,Saturday,0,,weekend,,
Germany,2020-06-14,43571.33,17.90,24,Sunday,0,,weekend,,
Germany,2020-06-15,52696.52,17.20,24,Monday,0,,ordinary weekday,52900.33,-0.39
Germany,2020-06-16,54156.03,17.48,24,Tuesday,0,,ordinary weekday,54155.04,0.00
Germany,2020-06-17,54253.05,18.13,24,Wednesday,0,,ordinary weekday,54008.23,0.45
Germany,2020-06-18,54532.03,17.52,24,Thursday,0,,ordinary weekday,53113.08,2.67
Germany,2020-06-19,52516.71,16.66,24,Friday,0,,ordinary weekday,52487.30,0.06
Germany,2020-06-20,45713.53,16.68,24,Saturday,0,,weekend,,
Germany,2020-06-21,42071.31,17.79,24,Sunday,0,,weekend,,
Germany,2020-06-22,53211.25,18.27,24,Monday,0,,ordinary weekday,52900.33,0.59
Germany,2020-06-23,54370.40,18.90,24,Tuesday,0,,ordinary weekday,54155.04,0.40
Germany,2020-06-24,54054.68,19.72,24,Wednesday,0,,ordinary weekday,54008.23,0.09
Germany,2020-06-25,54974.35,20.37,24,Thursday,0,,ordinary weekday,53113.08,3.50
Germany,2020-06-26,53226.64,21.43,24,Friday,0,,ordinary weekday,52487.30,1.41
Germany,2020-06-27,45804.40,22.04,24,Saturday,0,,weekend,,
Germany,2020-06-28,42677.38,19.95,24,Sunday,0,,weekend,,
Germany,2020-06-29,53285.83,17.61,24,Monday,0,,ordinary weekday,52900.33,0.73
Germany,2020-06-30,56050.90,17.44,24,Tuesday,0,,ordinary weekday,54155.04,3.50
Germany,2020-07-01,55986.31,19.20,24,Wednesday,0,,ordinary weekday,55177.00,1.47
Germany,2020-07-02,55262.23,18.60,24,Thursday,0,,ordinary weekday,54738.79,0.96
Germany,2020-07-03,53061.97,17.33,24,Friday,0,,ordinary weekday,53154.15,-0.17
Germany,2020-07-04,47779.48,18.56,24,Saturday,0,,weekend,,
Germany,2020-07-05,45478.81,20.13,24,Sunday,0,,weekend,,
Germany,2020-07-06,56234.89,16.52,24,Monday,0,,ordinary weekday,53217.71,5.67
Germany,2020-07-07,56210.40,15.12,24,Tuesday,0,,ordinary weekday,55033.39,2.14
Germany,2020-07-08,55920.65,15.20,24,Wednesday,0,,ordinary weekday,55177.00,1.35
Germany,2020-07-09,55924.38,18.02,24,Thursday,0,,ordinary weekday,54738.79,2.17
Germany,2020-07-10,54395.21,18.29,24,Friday,0,,ordinary weekday,53154.15,2.33
Germany,2020-07-11,46129.68,15.43,24,Saturday,0,,weekend,,
Germany,2020-07-12,41972.78,15.70,24,Sunday,0,,weekend,,
Germany,2020-07-13,52264.26,17.62,24,Monday,0,,ordinary weekday,53217.71,-1.79
Germany,2020-07-14,54450.12,18.54,24,Tuesday,0,,ordinary weekday,55033.39,-1.06
Germany,2020-07-15,55052.34,16.36,24,Wednesday,0,,ordinary weekday,55177.00,-0.23
Germany,2020-07-16,55213.70,15.03,24,Thursday,0,,ordinary weekday,54738.79,0.87
Germany,2020-07-17,52836.10,16.58,24,Friday,0,,ordinary weekday,53154.15,-0.60
Germany,2020-07-18,44362.00,18.84,24,Saturday,0,,weekend,,
Germany,2020-07-19,41075.70,20.87,24,Sunday,0,,weekend,,
Germany,2020-07-20,52451.16,19.20,24,Monday,0,,ordinary weekday,53217.71,-1.44
Germany,2020-07-21,53814.66,17.77,24,Tuesday,0,,ordinary weekday,55033.39,-2.21
Germany,2020-07-22,54157.96,17.44,24,Wednesday,0,,ordinary weekday,55177.00,-1.85
Germany,2020-07-23,53494.15,18.56,24,Thursday,0,,ordinary weekday,54738.79,-2.27
Germany,2020-07-24,53118.54,19.59,24,Friday,0,,ordinary weekday,53154.15,-0.07
Germany,2020-07-25,44581.27,19.68,24,Saturday,0,,weekend,,
Germany,2020-07-26,42154.34,19.29,24,Sunday,0,,weekend,,
Germany,2020-07-27,51920.54,20.19,24,Monday,0,,ordinary weekday,53217.71,-2.44
Germany,2020-07-28,55658.38,21.25,24,Tuesday,0,,ordinary weekday,55033.39,1.14
Germany,2020-07-29,54767.76,18.62,24,Wednesday,0,,ordinary weekday,55177.00,-0.74
Germany,2020-07-30,53799.51,19.44,24,Thursday,0,,ordinary weekday,54738.79,-1.72
Germany,2020-07-31,52358.95,22.41,24,Friday,0,,ordinary weekday,53154.15,-1.50
Germany,2020-08-01,45936.48,23.86,24,Saturday,0,,weekend,,
Germany,2020-08-02,42129.11,20.65,24,Sunday,0,,weekend,,
Germany,2020-08-03,51568.69,17.75,24,Monday,0,,ordinary weekday,53930.36,-4.38
Germany,2020-08-04,52490.40,16.90,24,Tuesday,0,,ordinary weekday,55340.43,-5.15
Germany,2020-08-05,53350.50,19.27,24,Wednesday,0,,ordinary weekday,56146.68,-4.98
Germany,2020-08-06,53377.57,21.99,24,Thursday,0,,ordinary weekday,55710.40,-4.19
Germany,2020-08-07,52892.80,24.14,24,Friday,0,,ordinary weekday,54628.00,-3.18
Germany,2020-08-08,46103.53,26.04,24,Saturday,0,,weekend,,
Germany,2020-08-09,43152.17,26.21,24,Sunday,0,,weekend,,
Germany,2020-08-10,54980.28,25.24,24,Monday,0,,ordinary weekday,53930.36,1.95
Germany,2020-08-11,57636.66,25.60,24,Tuesday,0,,ordinary weekday,55340.43,4.15
Germany,2020-08-12,57063.43,25.42,24,Wednesday,0,,ordinary weekday,56146.68,1.63
Germany,2020-08-13,56766.21,24.10,24,Thursday,0,,ordinary weekday,55710.40,1.90
Germany,2020-08-14,54658.93,22.10,24,Friday,0,,ordinary weekday,54628.00,0.06
Germany,2020-08-15,45653.25,21.84,24,Saturday,0,,weekend,,
Germany,2020-08-16,43205.17,22.81,24,Sunday,0,,weekend,,
Germany,2020-08-17,54540.52,21.01,24,Monday,0,,ordinary weekday,53930.36,1.13
Germany,2020-08-18,55314.79,19.68,24,Tuesday,0,,ordinary weekday,55340.43,-0.05
Germany,2020-08-19,55044.73,19.97,24,Wednesday,0,,ordinary weekday,56146.68,-1.96
Germany,2020-08-20,56155.80,22.88,24,Thursday,0,,ordinary weekday,55710.40,0.80
Germany,2020-08-21,56269.97,24.79,24,Friday,0,,ordinary weekday,54628.00,3.01
Germany,2020-08-22,47761.32,21.45,24,Saturday,0,,weekend,,
Germany,2020-08-23,44264.79,18.89,24,Sunday,0,,weekend,,
Germany,2020-08-24,54049.43,17.21,24,Monday,0,,ordinary weekday,53930.36,0.22
Germany,2020-08-25,55919.89,17.64,24,Tuesday,0,,ordinary weekday,55340.43,1.05
Germany,2020-08-26,59128.05,18.48,24,Wednesday,0,,ordinary weekday,56146.68,5.31
Germany,2020-08-27,56542.03,17.10,24,Thursday,0,,ordinary weekday,55710.40,1.49
Germany,2020-08-28,54690.29,17.61,24,Friday,0,,ordinary weekday,54628.00,0.11
Germany,2020-08-29,46270.40,16.54,24,Saturday,0,,weekend,,
Germany,2020-08-30,42659.45,15.59,24,Sunday,0,,weekend,,
Germany,2020-08-31,54512.86,15.22,24,Monday,0,,ordinary weekday,53930.36,1.08
Germany,2020-09-01,55939.86,14.64,24,Tuesday,0,,ordinary weekday,57035.96,-1.92
Germany,2020-09-02,56187.54,14.63,24,Wednesday,0,,ordinary weekday,57438.39,-2.18
Germany,2020-09-03,56704.51,15.12,24,Thursday,0,,ordinary weekday,57291.33,-1.02
Germany,2020-09-04,55481.15,18.98,24,Friday,0,,ordinary weekday,55420.50,0.11
Germany,2020-09-05,47065.44,16.82,24,Saturday,0,,weekend,,
Germany,2020-09-06,43564.17,14.60,24,Sunday,0,,weekend,,
Germany,2020-09-07,54573.08,14.62,24,Monday,0,,ordinary weekday,55127.76,-1.01
Germany,2020-09-08,57797.64,16.34,24,Tuesday,0,,ordinary weekday,57035.96,1.34
Germany,2020-09-09,58173.40,18.26,24,Wednesday,0,,ordinary weekday,57438.39,1.28
Germany,2020-09-10,57219.34,16.25,24,Thursday,0,,ordinary weekday,57291.33,-0.13
Germany,2020-09-11,54790.60,16.57,24,Friday,0,,ordinary weekday,55420.50,-1.14
Germany,2020-09-12,48139.58,17.72,24,Saturday,0,,weekend,,
Germany,2020-09-13,44078.66,18.45,24,Sunday,0,,weekend,,
Germany,2020-09-14,55033.86,20.26,24,Monday,0,,ordinary weekday,55127.76,-0.17
Germany,2020-09-15,57105.45,21.80,24,Tuesday,0,,ordinary weekday,57035.96,0.12
Germany,2020-09-16,58160.50,20.75,24,Wednesday,0,,ordinary weekday,57438.39,1.26
Germany,2020-09-17,57514.05,16.22,24,Thursday,0,,ordinary weekday,57291.33,0.39
Germany,2020-09-18,55163.91,15.04,24,Friday,0,,ordinary weekday,55420.50,-0.46
Germany,2020-09-19,46893.59,15.60,24,Saturday,0,,weekend,,
Germany,2020-09-20,43095.51,15.95,24,Sunday,0,,weekend,,
Germany,2020-09-21,54617.88,16.61,24,Monday,0,,ordinary weekday,55127.76,-0.92
Germany,2020-09-22,56531.25,17.62,24,Tuesday,0,,ordinary weekday,57035.96,-0.88
Germany,2020-09-23,57072.19,17.64,24,Wednesday,0,,ordinary weekday,57438.39,-0.64
Germany,2020-09-24,57727.40,16.71,24,Thursday,0,,ordinary weekday,57291.33,0.76
Germany,2020-09-25,56246.35,12.51,24,Friday,0,,ordinary weekday,55420.50,1.49
Germany,2020-09-26,49496.18,9.46,24,Saturday,0,,weekend,,
Germany,2020-09-27,45412.89,10.56,24,Sunday,0,,weekend,,
Germany,2020-09-28,56286.23,11.03,24,Monday,0,,ordinary weekday,55127.76,2.10
Germany,2020-09-29,57805.62,11.89,24,Tuesday,0,,ordinary weekday,57035.96,1.35
Germany,2020-09-30,57598.33,13.62,24,Wednesday,0,,ordinary weekday,57438.39,0.28
Germany,2020-10-01,58768.88,13.36,24,Thursday,0,,ordinary weekday,61745.00,-4.82
Germany,2020-10-02,58256.49,14.02,24,Friday,0,,ordinary weekday,59310.83,-1.78
Germany,2020-10-03,48777.18,13.98,24,Saturday,1,German Unity Day,weekend public holiday,,
Germany,2020-10-04,46781.49,12.08,24,Sunday,0,,weekend,,
Germany,2020-10-05,58871.24,11.39,24,Monday,0,,ordinary weekday,58890.22,-0.03
Germany,2020-10-06,61708.78,11.61,24,Tuesday,0,,ordinary weekday,61218.29,0.80
Germany,2020-10-07,60827.86,11.27,24,Wednesday,0,,ordinary weekday,62106.76,-2.06
Germany,2020-10-08,62322.65,12.16,24,Thursday,0,,ordinary weekday,61745.00,0.94
Germany,2020-10-09,58701.78,12.97,24,Friday,0,,ordinary weekday,59310.83,-1.03
Germany,2020-10-10,50957.95,10.19,24,Saturday,0,,weekend,,
Germany,2020-10-11,47508.11,8.04,24,Sunday,0,,weekend,,
Germany,2020-10-12,58147.02,7.97,24,Monday,0,,ordinary weekday,58890.22,-1.26
Germany,2020-10-13,59386.98,7.47,24,Tuesday,0,,ordinary weekday,61218.29,-2.99
Germany,2020-10-14,62741.03,7.43,24,Wednesday,0,,ordinary weekday,62106.76,1.02
Germany,2020-10-15,62482.52,8.00,24,Thursday,0,,ordinary weekday,61745.00,1.19
Germany,2020-10-16,59161.97,8.29,24,Friday,0,,ordinary weekday,59310.83,-0.25
Germany,2020-10-17,50043.93,7.69,24,Saturday,0,,weekend,,
Germany,2020-10-18,48511.89,7.71,24,Sunday,0,,weekend,,
Germany,2020-10-19,58800.20,8.15,24,Monday,0,,ordinary weekday,58890.22,-0.15
Germany,2020-10-20,61376.00,9.46,24,Tuesday,0,,ordinary weekday,61218.29,0.26
Germany,2020-10-21,61902.73,13.22,24,Wednesday,0,,ordinary weekday,62106.76,-0.33
Germany,2020-10-22,61966.59,15.03,24,Thursday,0,,ordinary weekday,61745.00,0.36
Germany,2020-10-23,59670.43,13.29,24,Friday,0,,ordinary weekday,59310.83,0.61
Germany,2020-10-24,52043.61,12.59,24,Saturday,0,,weekend,,
Germany,2020-10-25,49023.08,12.15,25,Sunday,0,,weekend,,
Germany,2020-10-26,59742.44,9.51,24,Monday,0,,ordinary weekday,58890.22,1.45
Germany,2020-10-27,62401.41,8.66,24,Tuesday,0,,ordinary weekday,61218.29,1.93
Germany,2020-10-28,62955.40,10.24,24,Wednesday,0,,ordinary weekday,62106.76,1.37
Germany,2020-10-29,63184.38,9.66,24,Thursday,0,,ordinary weekday,61745.00,2.33
Germany,2020-10-30,60763.47,11.89,24,Friday,0,,ordinary weekday,59310.83,2.45
Germany,2020-10-31,49521.08,12.16,24,Saturday,0,,weekend,,
Germany,2020-11-01,49046.04,12.91,24,Sunday,0,,weekend,,
Germany,2020-11-02,61568.36,16.23,24,Monday,0,,ordinary weekday,62251.37,-1.10
Germany,2020-11-03,61629.50,10.96,24,Tuesday,0,,ordinary weekday,63032.66,-2.23
Germany,2020-11-04,62485.76,7.54,24,Wednesday,0,,ordinary weekday,62910.90,-0.68
Germany,2020-11-05,62694.92,6.09,24,Thursday,0,,ordinary weekday,63660.68,-1.52
Germany,2020-11-06,60348.80,6.37,24,Friday,0,,ordinary weekday,61444.78,-1.78
Germany,2020-11-07,51265.10,6.95,24,Saturday,0,,weekend,,
Germany,2020-11-08,47598.96,7.55,24,Sunday,0,,weekend,,
