country,local_date,year,month,daily_mean_actual_load_mwh,daily_mean_forecast_load_mwh,relative_deviation_pct,trailing_7_day_mean_deviation_pct,period
Austria,2020-06-08,2020,6,6669.78,6402.71,4.17,2.90,11 March-30 June 2020
Austria,2020-06-09,2020,6,6857.86,6402.71,7.11,3.83,11 March-30 June 2020
Austria,2020-06-10,2020,6,6908.40,6411.17,7.76,4.48,11 March-30 June 2020
Austria,2020-06-11,2020,6,5316.26,5090.00,4.45,4.49,11 March-30 June 2020
Austria,2020-06-12,2020,6,5836.34,5422.33,7.64,5.21,11 March-30 June 2020
Austria,2020-06-13,2020,6,5361.36,5396.12,-0.64,4.65,11 March-30 June 2020
Austria,2020-06-14,2020,6,5159.05,5086.67,1.42,4.56,11 March-30 June 2020
Austria,2020-06-15,2020,6,6760.74,6467.12,4.54,4.61,11 March-30 June 2020
Austria,2020-06-16,2020,6,6787.88,6467.12,4.96,4.30,11 March-30 June 2020
Austria,2020-06-17,2020,6,6781.26,6436.88,5.35,3.96,11 March-30 June 2020
Austria,2020-06-18,2020,6,6764.44,6472.79,4.51,3.97,11 March-30 June 2020
Austria,2020-06-19,2020,6,6597.98,6441.38,2.43,3.22,11 March-30 June 2020
Austria,2020-06-20,2020,6,5740.07,5309.38,8.11,4.47,11 March-30 June 2020
Austria,2020-06-21,2020,6,5387.28,4985.75,8.05,5.42,11 March-30 June 2020
Austria,2020-06-22,2020,6,6692.71,6464.54,3.53,5.28,11 March-30 June 2020
Austria,2020-06-23,2020,6,6714.69,6464.54,3.87,5.12,11 March-30 June 2020
Austria,2020-06-24,2020,6,6739.50,6504.29,3.62,4.87,11 March-30 June 2020
Austria,2020-06-25,2020,6,6882.21,6465.08,6.45,5.15,11 March-30 June 2020
Austria,2020-06-26,2020,6,6610.42,6500.08,1.70,5.05,11 March-30 June 2020
Austria,2020-06-27,2020,6,5717.58,5301.50,7.85,5.01,11 March-30 June 2020
Austria,2020-06-28,2020,6,5331.14,4986.88,6.90,4.85,11 March-30 June 2020
Austria,2020-06-29,2020,6,6946.32,6489.67,7.04,5.35,11 March-30 June 2020
Austria,2020-06-30,2020,6,6851.50,6489.67,5.58,5.59,11 March-30 June 2020
