country,model_family,target_date,branch,specification_id,forecast_origin_local,forecast_origin_utc,information_cutoff_utc,timestamp_utc,interval_end_utc,timestamp_local,local_date,actual_load_mwh,forecast_mwh,bridge_used,source_timestamp_utc,source_actual_mwh,source_kind,is_target_day,evaluated,status,mapping_issue_count
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T11:00:00+00:00,2024-01-01 12:00:00+00:00,2024-01-01T12:00:00+01:00,2024-01-01,6163.5,7100.50846593716,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T12:00:00+00:00,2024-01-01 13:00:00+00:00,2024-01-01T13:00:00+01:00,2024-01-01,6106.25,7100.515303147871,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T13:00:00+00:00,2024-01-01 14:00:00+00:00,2024-01-01T14:00:00+01:00,2024-01-01,6122.25,7100.520005623783,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T14:00:00+00:00,2024-01-01 15:00:00+00:00,2024-01-01T15:00:00+01:00,2024-01-01,6333.75,7100.52323987831,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T15:00:00+00:00,2024-01-01 16:00:00+00:00,2024-01-01T16:00:00+01:00,2024-01-01,6715.25,7100.525464324016,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T16:00:00+00:00,2024-01-01 17:00:00+00:00,2024-01-01T17:00:00+01:00,2024-01-01,7054.25,7100.526994246493,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T17:00:00+00:00,2024-01-01 18:00:00+00:00,2024-01-01T18:00:00+01:00,2024-01-01,7060.25,7100.528046491903,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T18:00:00+00:00,2024-01-01 19:00:00+00:00,2024-01-01T19:00:00+01:00,2024-01-01,6857.25,7100.52877020204,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T19:00:00+00:00,2024-01-01 20:00:00+00:00,2024-01-01T20:00:00+01:00,2024-01-01,6500.75,7100.529267953188,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T20:00:00+00:00,2024-01-01 21:00:00+00:00,2024-01-01T21:00:00+01:00,2024-01-01,6142.75,7100.529610294953,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T21:00:00+00:00,2024-01-01 22:00:00+00:00,2024-01-01T22:00:00+01:00,2024-01-01,6155.5,7100.529845749727,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q1,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T22:00:00+00:00,2024-01-01 23:00:00+00:00,2024-01-01T23:00:00+01:00,2024-01-01,5763.75,7100.530007690093,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31 08:00:00+00:00,2023-12-31T08:00:00+01:00,2023-12-31,6320.75,6286.930910589353,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T08:00:00+00:00,2023-12-31 09:00:00+00:00,2023-12-31T09:00:00+01:00,2023-12-31,6545.75,6547.435989949534,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T09:00:00+00:00,2023-12-31 10:00:00+00:00,2023-12-31T10:00:00+01:00,2023-12-31,6641.0,6685.179094483225,True,,,arima_forecast,False,False,completed,0
